label	text
其他	行李
带物品登机	带充电器刮胡刀能上飞机吗？
其他	无法取消
其他	找不到
其他	存放
其他	托运
其他	低价票有什么限制吗？
其他	人共服务
其他	人工
其他	怎么找人工？
其他	旧手机号的行程怎么累计到新手机号
其他	没有原因
其他	人工
其他	上传不成功
其他	客服
其他	昨天留言没回消息啊
其他	为什么我的信息显示有异常？
其他	升舱
其他	我五月26南阳飞广州的电子登机牌能不能发给我一下
其他	官网已经是值机状态，为什么你们软件不显示呢
其他	朋友好，我问一下如何查行般号
其他	能我帮看下我未出行的车票吗？
其他	我已加入群。
其他	？
其他	总的才4人也没超过6人
其他	手机值机
其他	怎么操作
其他	一一我不喜欢QQ，也不可能用QQ
其他	电子登机牌
其他	怎么查
其他	证件归属可以是2个人吗？
其他	接送机服务相关的问题
带物品登机	护肤品可以带吗
其他	九元航空
其他	下飞机到取完行李需要好久？
其他	具体
行李限额	行李限额
其他	飞行地图
其他	航班取消
其他	行程不结束
其他	航旅字符口令
其他	办理里程卡
带物品登机	上飞机能携带单瓶不超过100ml总量少于1000ml的液体吗
带物品登机	液体
其他	为什么反馈不了问题
带物品登机	可以带水果吗
其他	飞机卫生间怎么使用
其他	人
其他	换飞机
其他	婴儿
其他	我要查找2017年的记录
其他	工具箱在哪里
带物品登机	水可以带吗
其他	人工
其他	我是说网上选座
其他	？？
其他	我值机为什么显示不是我本人的形成
其他	国际航班
带物品登机	携带液体
其他	删除好友
其他	护照英文名格式
行李限额	行李限制，禁带物品
行李限额	行李额度
其他	值机
其他	出票时间
其他	座位信息
其他	西部航行吗
其他	怎么预约多人座位
带物品登机	一盒杨梅飞机能带吗？
其他	充电宝限额多少
其他	驾驶证可以吗
其他	我的知音卡密码忘了，当时留的手机号变了，找回密码因手机巳变，用其他方式能找回吗？
行李限额	飞机自带行李规定了带洗面奶等的数量吗？
其他	不懂
其他	值机就是选座
其他	红土航空
其他	无法进入严格验证
其他	工具箱在那
其他	我想关注我家人的航班信息，可以么？
其他	为什么这么不准时，下次谁还敢乘福航
其他	选座不是你们给选的
带物品登机	充电宝随身带还是随行李呢
其他	本人常客卡
其他	飞行模式
其他	取消的航班的电子值机牌，怎么显示
其他	选座
其他	飞行模式
其他	常用
其他	工具箱
其他	联系机组人员
其他	显示已值机但未领取登机牌
其他	为什么下截后无法使用，被其他人窃用
其他	人工电话
带物品登机	国际航班随身携带行李可以带洗发水吗
其他	前序航班延误怎么处理
其他	出入境规定
其他	如果选择手机值机，行李怎么办
带物品登机	化妆水可以带上飞机吗？
其他	eld二代身份证怎验证很久都验证不了？
其他	酷航
其他	没有购买的界面
其他	如何联系客票代理
其他	兑换码
带物品登机	湿巾能带吗
其他	未来航班
行李限额	可以带上飞机的行李重量
其他	行李托运
其他	乘机证件
其他	春秋航空
其他	关注不了航班
其他	为什么我选坐自动升成
其他	上机行李
带物品登机	上飞机能带洗面奶吗
带物品登机	雨伞如果放在行李箱里需要拿出来安检吗？
其他	客票验证
其他	版本已经是最新版本了
其他	手动添加
其他	值机
其他	手机开机
其他	办理托运
其他	我已经值机了
其他	人工
带物品登机	洗漱用品可以带飞机么
其他	人工
其他	账号忘了
其他	账户信息页在哪里？
其他	我的卡包里的各个航空公司的积分卡里的积分为什么都是零？积分不能自动累计吗？
其他	如何进入航旅纵横邮箱界面呢？
其他	账户信息在哪儿
其他	显示过期
其他	人工
其他	100Wh的充电宝是不是10000毫安?
其他	信息验证失败
其他	你们app里订的专车
带物品登机	液体可以带多少
其他	ELD开通失败
带物品登机	可以带两个充电宝吗
带物品登机	你好，国内民航最多能带几瓶酒？
其他	已结束的旅程
其他	银卡
其他	头等舱（O）是什么意思
其他	如何查询
其他	14J是我在携程上预定的座位，已经取消，为什么还是在航旅纵横中显示占用，并且不可修改
其他	显示孩子的航班与大人不一致
带物品登机	坐飞机可以带充电宝吗？
其他	怎么取消Wallet添加
带物品登机	可以带奶粉吗
其他	你好 我最近有没有飞行
其他	这个怎么处理
其他	联航托运
其他	邮箱
其他	值机
其他	带膏状没问题吧
其他	国际航班
其他	同乘机人信息
其他	充电宝
其他	泡沫类的不算易燃易爆物品吧？
其他	工具箱在哪里
其他	我问什么时候给我选的47K座啊
其他	常旅客
其他	在线值机人数
其他	而且也不能显示电子登机牌
其他	值机柜台在哪儿
其他	咋回事
其他	哈尔滨机场国航值机柜台在哪
其他	添加认证
其他	机场领取登机牌
其他	充电宝哦
其他	2016年飞行大事记
其他	5.0.2无法使用
其他	选座
其他	没有常客卡号
其他	mu715
其他	行程
其他	工具箱在哪里
其他	请问我什么时候常客卡可显示积分
其他	你好，了解一下每天攀枝花进出港航班飞机？
其他	国际航班
其他	查看证件号的密码是什么
其他	黄色字体
其他	233633496
其他	我的个人主页设置了为嘛没通过
其他	凭证号是什么？
其他	航旅纵横哪里有工具箱
其他	可以使用电子登机牌吗？
其他	儿童不能作为同行人么
带物品登机	上海飞厦门可以携带几条香烟
其他	电子登机牌
其他	我想查出入境记录
其他	机票
其他	人工
其他	值机
带物品登机	充电宝可以带几个
其他	工具箱在哪
其他	特惠公务舱
带物品登机	水果刀可以带吗
其他	为什么选不了多少就上限了啊
其他	凤凰知音
其他	重新注册
其他	航班无法关注
其他	买的机票跟出的机票不符
其他	吉祥航空
其他	工具箱
其他	为何一直登录不了的
其他	怎样设定以前的航班信息
其他	以前国际航班
其他	春秋航空
其他	预约值机能帮车上弄吗
行李限额	我的箱子可以上飞机吗
行李限额	美联航随身携带的行李
其他	电子登机牌
其他	在这儿提供吗
其他	烟
其他	厦航里程如何积分到明珠卡
其他	为什么有些纪录没有？
其他	明天的选票开通没有！
其他	iPhone
其他	😄
其他	麻烦看一下图片右下角
其他	联系方式
其他	人工
其他	如何隐藏航班信息
行李限额	你好，儿童行李箱有限制多大吗
其他	升舱
其他	发胶
其他	行李托运
带物品登机	苏打水能放到托运行李里面吗
其他	要个电子登机牌就那么难？
其他	你好航班取消证明在应用里怎么打印？
其他	578568
其他	那别的app上的机票怎么没这里的便宜啊
其他	如何查航班准点率？
其他	提现选座
行李限额	免费行李额
其他	？
其他	人工
其他	工具箱在哪
带物品登机	上飞机的时候可以带水果吗
行李限额	携带行李箱重量
其他	行程证明
带物品登机	可以带锂电池吗
其他	又快捷通道么
其他	8.33453E+12
带物品登机	蜂蜜坐飞机可以吗？
其他	升舱一直显示等待中
其他	怎么为同行人预约
其他	电子票号只有十一位
其他	儿童
其他	按照那个操作了，不行
其他	急
其他	302422066
带物品登机	可以带酒吗
其他	安卓pro版
带物品登机	辣椒酱能不能带上飞机
行李限额	我26寸的箱子可以拿上飞机吗
其他	飞行模式
行李限额	行李限额
其他	手机值机
其他	E60665707
其他	那个选项
其他	选座较舒适
其他	人工
带物品登机	飞机能带海鲜吗
带物品登机	飞机上可以携带避孕套吗？
其他	国际航班
带物品登机	充电宝可以带多大
其他	有遣返第一时间告诉
带物品登机	可以带几条香烟
其他	CZ3464
其他	电子登机牌
其他	我没有定过这张机票啊
其他	升舱功能
其他	电子客票
其他	行李
其他	国际航班
其他	如何快速验证
遗失物品	身份证丢失
其他	升舱
其他	人工
其他	是在航班前24小时办理，但是显示没有行程，号码什么的都是正确的
其他	人工
其他	人工
其他	？
行李限额	这个航班可以免费小行李箱吗
行李限额	行李限额
其他	CA976
其他	刚才的问答记录在哪里呀？
带物品登机	上飞机可以带几个手机
其他	Open 票
其他	我想开通电子证照提示设备不支持NFC什么意思
其他	eid读卡失败
其他	为什么
其他	我在你们软件上值机显示已值机  但是在航司app上显示没有值机 只有座位选了
其他	怎么关联他人
其他	玩具枪
其他	人工
其他	有两个未飞的行程，都可以选座吗？
其他	春秋航空行程
带物品登机	飞机能带水么
其他	机票丢失怎么办
其他	 删除
其他	人工电话
带物品登机	白酒如何携带
其他	美兰机场
其他	怎么可以更为13621806347
其他	身份证认证
行李限额	可以同时携带一个行李箱和书包登机吗？
其他	工具箱在哪里
其他	3.24367E+12
其他	这是没有购票的意思么
其他	你好，我自己注册了航旅纵横，别人有我的身份证照片，也能用我的证件她的手机号码注册吗，能随时看到我的行程吗
其他	航旅纵横pro
其他	回答啊
带物品登机	气垫粉底可以带上飞机么
其他	两张机票同一个航班
其他	从哪个口进最近
其他	绑定手机号
其他	认证成功，就是有这个行程吗
其他	工具箱在哪里
其他	哪些旅客不能在航旅纵横办理？
其他	如何写航班点评？
其他	上面的问题可以回答吗？
其他	选不出来呢
带物品登机	真空抽气泵可以带上飞机吗
其他	工具箱
其他	人工
其他	😓😓😓
其他	登机牌
其他	值机
其他	未支付订单在哪？
其他	网上值机的
其他	为什么会说非本人行程？明明是本人
其他	为什么我验证不了
行李限额	国际航班行李限额
其他	儿童
其他	人工
其他	航线图怎么换颜色呀
其他	有变登机口嘛
其他	电子登机牌
其他	乘机
带物品登机	我带120润肤水和120乳可以带飞机上吗
其他	如何加其他人
其他	😄
其他	怎么申请？
其他	海南航空常客卡
行李限额	首航行李超出7kg怎么办
其他	洗发水
其他	人工吗
其他	100ml是多少
其他	姓名和证件有误
其他	航班取消钱会退么？
带物品登机	可以携带多大容量的充电宝
其他	航班取消
其他	pro
带物品登机	电池显示2.0Ah，可以上飞机吗
其他	784-4596910141
闲聊	你是谁做的
带物品登机	真空泵可以携带吗
其他	拒绝添加
其他	行程显示出错
其他	人工
其他	信息校验失败，请前往柜台办理
其他	登机牌换不了了呢现在？
其他	这是什么意思
其他	机冀
其他	取机票
其他	人工
带物品登机	发蜡可以带么
其他	为什么行里纵横下载了以后不能注册？
其他	工具箱
其他	账号不能实名
其他	我有紧急情况
其他	1
其他	身份证号是对的
其他	飞行速度
其他	如何添加小朋友信息
其他	川航A330座位分布图
其他	人工
其他	马上飞了，但是升舱不成功
其他	积分咋还没到
其他	全部行程
其他	zai
带物品登机	酵素粉末带上飞机
其他	这种情况是什么意思
其他	你好，有一个入境卡填写的样表，请问在哪个功能里？
其他	答复问题需要多长时间？问题已经问30分钟了。
其他	人工电话
其他	low
其他	请批准
其他	身体不适
带物品登机	飞机上可以带水果吗
其他	选座位
其他	长沙黄花机场有几个登机口
其他	选座
其他	为啥消息通知不显示了
其他	电子设备
其他	人工
带物品登机	去阿拉伯，可以带头疼药，止痛吗？
带物品登机	国内航线，液体怎么带
其他	微信
带物品登机	你好，我想问一下罗马式20000毫安能带么
其他	学生票
其他	怎样查看行李不含在机票
其他	大连机场42登机口在哪儿
带物品登机	请问充电宝登机规定
其他	能邮寄吗
其他	航班取消了为什么没有通知
其他	为什么始终验证不能通过
其他	有半套票没用今天为什么要到今天到期
其他	6^[&]
其他	6.61231E+12
遗失物品	身份证丢了
其他	值机
其他	工具箱在哪找
其他	人工
其他	化妆品
其他	如何增加关注人
遗失物品	北京遗失物品电话
其他	有了凭证
其他	已经是12.2版本了
其他	升舱
其他	行程
其他	成都国际机场的值机柜台在哪里
其他	选座位
其他	我知道服务电话，就是打不通，怎么办？
其他	充电宝
其他	我这个很急的
其他	充电宝
其他	升舱
其他	手机
其他	那么，我的为什么才能选3个？
行李限额	24寸箱子可以带上飞机么
其他	飞行模式
其他	？
带物品登机	充电宝多少毫安可以带？
其他	如何获取随行人员的客票信息
其他	工具箱在哪
其他	没反应
其他	无行程显示
其他	无纸登机
其他	人工
其他	查看飞行大事记
其他	我想把前面的行程，积分补登，该怎么做
带物品登机	日本成田机场到上海浦东机场，能带几条烟啊？
其他	能不能取消座位偏好设置
其他	航班取消什么时候会取消状态
其他	有问题咨询加哪个咨询
其他	没有显示选座标志
其他	上次发了一个一年的最什么什么的，怎么的能找到啊
带物品登机	可以带多少条香烟上飞机
其他	凤凰知音
其他	qw6054座位图
行李限额	手提行李额
其他	行李
其他	人工
其他	u
其他	凭证号码是什么号码
其他	会员卡
其他	候补机票
带物品登机	菠萝蜜可以带吗
其他	人工
其他	托运行李箱
其他	人工
其他	在线选座
其他	网络错误是怎么回事
其他	行李
带物品登机	止汗露可随身带吧
带物品登机	蒸汽眼罩可以带上飞机吗
其他	id
其他	Open
其他	给的办理登记牌位置不对
其他	常客卡
其他	人工
带物品登机	请问可以带打火机吗
其他	人工
其他	订酒店从哪里下单？
其他	行李托运
其他	？
其他	办理直机时，姓、名颠倒了怎么办呢？
行李限额	随身携带行李规定
其他	登机牌
带物品登机	腊肉可以带吗？
其他	Middle name
其他	手机值机选座问题
其他	信息提示
其他	18092604988
其他	人工
带物品登机	水果拼盘可以带上飞机吗
遗失物品	身份证丢了
其他	我的行程
其他	海南航空
其他	值机
其他	手机值机
其他	我本人未订
带物品登机	可以带些药品上飞机吗？消炎药，大山楂丸，板蓝根，金嗓子喉宝
其他	紧急联系人
其他	专车预约已显示成功，但飞机天气原因返航了
其他	人工
其他	为什么现实连接超时
其他	每日抽奖在哪？
其他	头等仓有位置，为什么升仓不成功呀
其他	登机牌
其他	我怎么总是游客身份
其他	干粉灭火器
其他	英文
其他	姓名与证件号不符
其他	飞行模式
其他	常用联系人
其他	没看到
带物品登机	防晒霜可以带吗
其他	航旅纵横的微信
遗失物品	身份证丢失
其他	航班取消了现在能怎么办
带物品登机	可以带2个充电宝
其他	电子登机牌
其他	我怎么不能身份证扫描的？
带物品登机	带烟可以直接过安检上飞机吗？
行李限额	特价机票行李额度
其他	我2015年前的没有显示
其他	你会不会看问题
其他	经济舱怎么选？
其他	台湾机票
其他	电子烟
其他	证明
其他	帮他人订票我是否收到信息
其他	认证出错
其他	出票公司
其他	买机票时中文名字输入成全拼能改吗
其他	1040811
带物品登机	飞机可以带药吗
其他	积分呢。
其他	还在
其他	常用联系人
其他	张掖机场都有哪些航班
其他	乘机证件
其他	我的行程的联系方式怎么更改
其他	哈尔滨机场有几个航站楼
行李限额	行李箱大小有要求吗？
其他	Open
其他	我取消不了
带物品登机	国内航班可以带小型植物吗？多肉？
其他	补登
其他	登机事项
其他	100wh是多少毫安
其他	以前添加的人员身份证信息怎么找不到了？
其他	美国出入境常识
其他	今天发现提示我的eid失效
其他	人工
行李限额	可上飞机的行李箱多大
其他	小孩为什么不可先位置
其他	为啥我的航班动态图只显示到2016年？
其他	还未开放值机
其他	无座位选
其他	人工
带物品登机	能带熟食上飞机吗？
其他	能带啥
带物品登机	液体
其他	pro
其他	托运
其他	想办法怎样让我取消了
带物品登机	自嗨锅能上飞机吗？
其他	为何出票信息和订票信息不一致
带物品登机	电动牙刷可以直接带上飞机吗
其他	取消不了
其他	航旅纵横是我一直都使用的出行必备的App很好👍！可是这次改版后字体太小了看不清楚，还找不到改大字的按钮，你们能不能改进一下新版的大字体呢？
其他	人工
其他	安检
其他	我已经是最新了
其他	实时飞机轨迹
其他	怎么添加三个以上的乘客
其他	托运行李
其他	充电宝
其他	麻烦审核一下
其他	特价机票
其他	操作不了
其他	我是国行
其他	膏体
带物品登机	电池容量20000mAh，额定能量74Wh/3.7V，这样的充电宝能带上飞机吗
其他	值机
其他	值机完成显示未使用
其他	这个可以带上飞机吗
带物品登机	充电宝可以上飞机吗
其他	最多几个人
其他	wallet
其他	无身份证
其他	微信
其他	？
带物品登机	能随身携带白酒上飞机吗？
其他	工具箱
其他	人工
其他	清凉油
其他	相关信息可以怎么处理呢？
其他	飞行模式
其他	身份认证
其他	祥鹏航空
其他	选座位
其他	遗留证件
其他	工具箱在哪里
其他	民航出行
其他	优惠卷
其他	人工
其他	托运
其他	托运行李
其他	你好：北京首都国际机场T3去T3要不要坐摆渡车？
其他	抓紧统一
其他	化妆品
其他	没有选座这项
其他	飞机座位图
其他	充电宝最大毫安
其他	中国国航，可以选不
其他	未来行程什么时候能看到
其他	添加人
其他	可以接单吗
其他	小孩的规定
其他	有wifi吗
其他	举牌怎么弄
其他	人工
其他	？
遗失物品	我的东西丢了
其他	联程
带物品登机	活络油可以带吗
其他	怎么老是英文名格式不对
其他	Mu2160
其他	机票
其他	作废护照
带物品登机	请问参团境外游可以网上选座吗？怎么选？另外自热饭可以带上飞机吗？
其他	托运
带物品登机	请问能带葡萄酒上飞机吗
其他	飞行模式
其他	电子登机牌
其他	办理托运
带物品登机	密封咸菜可以带吗
带物品登机	请问飞机可以带水果吗
其他	充电宝
遗失物品	身份证丢失
带物品登机	请问女士化妆品洗面奶可以带按压泡沫式的了吗
其他	登机箱
其他	号码
带物品登机	可以带水果上飞机么
其他	空中常客
带物品登机	请问我可以带一瓶酒上飞机吗？
带物品登机	可以带液体食品么
其他	在线
带物品登机	电动牙刷能随时带吗
其他	9.99367E+12
其他	化妆口 可以带多少？
其他	😳😳😳
带物品登机	两万毫安的充电宝可以随身带上飞机吗？
其他	已经是最新版了
其他	航班号
行李限额	请问手提行李额是多少
带物品登机	可以带玻璃鱼缸上飞机吗
其他	航旅纵横有卖不
带物品登机	20000mAh的充电宝可以带上飞机吗？
带物品登机	液体
其他	1.60958E+12
其他	化妆品
其他	手机值机
其他	我明天早上6点20昆明到厦门的机票
带物品登机	可以带充电小风扇吗
其他	电话多少
其他	为什么说我姓名和之前不一样
其他	。。
行李限额	行李有尺寸限制吗
其他	52之后的为什么不可以选呢
其他	路径？
其他	我有登机牌吗
其他	国外航空公司航班
其他	请问我想投诉找谁
其他	我上面显示已经是最新的了
其他	这里不显示吗？
其他	在手机上如何办理选餐？
其他	如何索要机票
其他	电子登机牌
其他	请问奥凯航空可以在线购买吗
其他	电子登机牌
其他	知音
行李限额	每人行李限额
其他	我想问一下 ，我已经订了明天8L9852和昆明到绵阳8L9855
其他	接机
行李限额	行李限额
其他	我的app中看不到工具箱
其他	人工
带物品登机	能带剃须泡沫上飞机吗
其他	一直发提醒我十号的飞机开始值机了
其他	你好，我是周惟小朋友妈妈
带物品登机	干电池可以随身携带马
其他	9992113227649是几折票？
其他	需要取消
其他	电话
其他	编辑常用联系人
其他	为什么我的优惠券扫码不行呢
其他	建议航班取消了，在电子登记牌上提醒
其他	hu7815座位分布图
其他	积分
其他	你帮我看看，我的通航信息
其他	航班取消补偿
其他	人工
其他	我朋友的电子行程单为什么会发送至我的电子邮箱里？
其他	实时座位图没找到添加按钮
其他	接人举牌
其他	哪天便宜
其他	航班取消怎么办
其他	机票价格
其他	延误4个小时
其他	记不住电子客票
带物品登机	能带充电宝吗
其他	新疆银行的钻卡，在T1能走贵宾通道吗
其他	托运行李
其他	拍照
其他	也就是说我注册登录后证件认证两天后才看到行程？
其他	GS7875
其他	人工
其他	已更新 还是不行
遗失物品	你好，我下飞机了，然后把机票丢了，还能在补回来么？
其他	人工
其他	值机通知
带物品登机	请问能带沐浴露吗
行李限额	出入境行李要求
其他	如何办理里程卡
其他	接送机
其他	我的elD身份电子证怎么办
其他	充电宝
其他	20村可以吗
其他	充电式剃须刀
行李限额	20寸行李箱可以带入客舱内么
其他	请问国外航司的行程
带物品登机	隐形眼镜护理液可带上机吗
其他	3.24453E+12
其他	为什么无法获取仓位图
其他	不能随身携带
其他	人工
其他	手机
其他	电子登机牌
其他	取消不了
其他	我需要取机票吗
其他	托运花钱
其他	托运
其他	人工
其他	值机柜台是什么
其他	面霜
其他	临时登机
其他	50g的高压瓶
其他	婴儿
其他	怎么样显示之前的信息
其他	安卓
其他	电话
其他	历史准点率
其他	身份证
其他	我新办的号码注册不了
其他	航班动态没有刷新
带物品登机	药品能带上飞机吗
带物品登机	补水喷雾能带上飞机吗
带物品登机	可以随身携带多大容量的充电宝
其他	无法反馈
其他	航旅纵横可以单独购买吗
其他	电子登记牌
其他	None
其他	工具箱在哪里
其他	从西宁到西安的机票
其他	照片
其他	水印图片
遗失物品	身份证件丢失
其他	工具箱在哪里
其他	人工
带物品登机	可以带一万毫安移动电源吗
带物品登机	洗发剂可以带么
其他	托运
其他	加拿大航空
其他	人工
其他	随身行李
其他	电话
其他	工具箱
带物品登机	41寸吉他可以带上飞机吗
其他	只有孩子的户口页就可以是吧
其他	怎么办
行李限额	行李限额
其他	国泰港龙航空为什么不显示
其他	如何看去银川几次
其他	修过不了
其他	可以选飞机票吗
带物品登机	粉底液能带上飞机吗
其他	去机票
其他	😚
带物品登机	飞机上可以带镜子吗
其他	为什么同样的航班舱位图不一样？
其他	我没有预定过
其他	超过的充电宝怎么办
其他	人工
闲聊	在哪里
其他	已预约值机的客票，乘机人的身份证号码有错误，怎么修改?
其他	工具箱在哪里找
其他	航旅纵横的工具箱在哪里
其他	人工
其他	充电宝限额
其他	而且我刚刚自动给我们家小孩配了位置的
其他	要怎么样才能选到31至40号的座位？？
其他	为什么我这个一直进不去呀
其他	还是取消不了
其他	是同班同位等级的
其他	为什么显示获取作为信息失败
行李限额	登机箱多大
其他	这是怎么回事
遗失物品	6月18日早飞往成都的cz 6161航班，座位号36d，有手机是落在座位上，怎么去认领丢失的东西？
带物品登机	即食鸡胸肉可以随身携带在飞机上吃吗？不想托运行李
行李限额	行李限额
其他	这趟不能选吗
带物品登机	我带老人坐飞机，轮椅可以上飞机吗？
带物品登机	充电宝带多大毫安
带物品登机	飞机可以带充电宝吗
其他	请问咋整
其他	证件认证错误
闲聊	保存在哪里
其他	CA788
带物品登机	电饭煲能带上飞机吗
其他	托运行李费用
其他	电子客票
其他	工具箱在哪里？
其他	隐藏座位姓名
其他	舱位
其他	电子登机牌
其他	人工
其他	没有失败 是不会选
带物品登机	腊猪肉能带上飞机吗？
其他	安检
其他	😚
其他	删不了了
带物品登机	充电宝可以带吗
其他	里程
其他	销户
其他	如何输入护照号
其他	手机选座位
其他	人工
其他	怎么充值呢？
其他	自动之际，我只系只系不了。￼
其他	没找到
行李限额	行李额度
其他	如何切换英文
其他	人工
其他	飞机票
其他	？？？
其他	必须托运的行李有哪些
其他	可以支持微信支付吗？
其他	人工
其他	充电宝
行李限额	飞机上随身行旅箱的尺寸
其他	国际航班值机
其他	出票代理
其他	我是买的同一班机啊！
其他	我的航旅纵横为什么没有这个
其他	所有航空公司的行程都能列进去吗？
带物品登机	乳液和防晒霜可以带上飞机吗？还是必须托运行李
其他	请问新菜刀没用过是否算开封
其他	常用联系人
其他	电子登机牌
其他	怎么预定穆斯林餐
其他	我怎么查不到
行李限额	我问下，我可以带两个行李箱吗
其他	人工
其他	人工
其他	航班显示错误
其他	维权
其他	哈尔滨机场国航值机柜台
其他	住宿
其他	怎么其他人
其他	登录不上
行李限额	行李限额
其他	电子登机牌开通eID标识怎么生成电子二维码？
带物品登机	可以携带中药吗？
其他	春秋
其他	什么时候开通
其他	人工
其他	在哪里选票
其他	航旅纵横航线图一般准确吗
其他	升舱
其他	客服
其他	酒呢
其他	302422066
其他	2017年行程
其他	但是我已经收不到验证短信了
其他	证件错误
其他	请告知具体路径
其他	化妆品呢
其他	防晒霜
其他	eID如何开通
其他	和浏览器没关系
其他	托运
其他	我是 t几
其他	蓝牙音箱
其他	与主乘客是同航班同舱位才可以帮助选票对么
其他	羽田飞上海的
带物品登机	您好！请问入境能带多少条香烟🚬
遗失物品	身份证丢了
其他	托运
其他	国际班机怎么显示
其他	航班取消了
其他	登机牌
其他	工具箱在哪里
其他	打印不了，说是代理公司的打印不了
其他	为什么日本航空的没有显示
其他	航班取消值机
其他	玩手机
其他	微信认证为什么需要我的密码
其他	？
其他	机场没有ca407z航班，但是航旅纵横上显示有
其他	已提交，没有回答！
其他	前一段已值机了
其他	。
其他	工具箱在哪
其他	仙桃机场半夜十二点到怎么去南站
其他	点了没反应
其他	人工
其他	充电宝
其他	问问航班
行李限额	限额的重量是所有行李的总和吗？
其他	南方航空CZ3678
其他	已经提取出来了
其他	人工吗
其他	DF是挨着的座位吗？
其他	怎么连接或者抢飞机上的will
带物品登机	带吃的东西能过安检不
带物品登机	药品可随身带吧
其他	人工
行李限额	您好，我想问一下行李箱具体尺寸有限制吗？
其他	我到时候不取纸质登机牌可以吗
其他	工具箱在哪儿
其他	我们是东航的
其他	常用联系人
其他	VIP
其他	选座
其他	该行程尚未乘坐
其他	人工
其他	取消直接
其他	地址修改
其他	我看到公务舱有空位，为什么升舱不成功
带物品登机	剃须刀可以给上飞机吗
其他	新进飞有
其他	Zhang Xi E44237192
其他	人工
带物品登机	卷发棒能带吗
其他	人工
其他	在哪里找工具箱
其他	怎样才能关注川航的航班呢？
其他	飞机上可以用耳机吗
带物品登机	请问生鸡蛋可以带上飞机吗
带物品登机	请问玻璃小瓶装的口服液药能不能随身携带，共计240毫升
其他	登机牌
其他	None
其他	值机信息错误
其他	化妆品
其他	选座
其他	首页服务界面在哪里
其他	老婆可以带吗？
其他	加其他人的行程。
带物品登机	浦东机场去迪拜是否可以鞋携带五号电池和七号电池
其他	行李
行李限额	行李超过20kg
其他	早已经认证过了
其他	pro版，如何显示至2011年？
其他	永久居留
