label1_id	text
取消个人乘机凭证邮件	5
你好我有两个旅行箱一个背包可以免费托运吗	20
我的账户绑定错了，怎么修改	6
如何找到常用联系人	17
好的	13
同航班群	16
如何添加护照	6
怎么向航空公司申请托运宠物	20
我的和我朋友带小孩的都已经选起了，就我家小孩的选不了，是什么原因	19
要如何订机票呢？	14
为不同仓位他人选座。如何操作？	17
你好，我已完成认证，怎么不能办理值机，点值机时为向又要求认证？	17
请问如何查询我的订票信息？	2
买票	14
如何打印机票	19
需要出租车发票	15
请问父母能帮11岁孩子在手机上办理国际航班的值机吗？	17
14岁的小孩子，没有身份证，怎么办机票？	1
有电话客服吗	3
为什么我帮别人值机提示请不要重复预约	17
手机选座位在哪里？	17
在不	7
行李事故索赔	9
你们客服电话多少	3
帮别人取消座位	17
你好，我没有定机票呀？	2
能查别人的购票记录吗？	2
怎么帮助他人办理值机	17
如何查询国际航班	2
我订完机票但是纵横没有显示？	2
我能通过此APP预订机票吗？	14
我要删除旧护照，以便添加新护照，该怎么办？	6
午餐	16
怎么预订国际航班	14
怎么查到在早的记录	2
没定机票咨询各屁呀？	12
人工服务又没有电话	3
先问一下怎么找不到订餐的窗口了？	16
预约值机什么时候成功	17
如何取消已值机航班	17
机票无法预订？	14
小孩子如何值机	17
取消值机后能重新选座吗	17
珠海金湾机场可以用电子登机牌吗？	19
得知飞机延误事可以晚到机场的？	0
怎么查看出港航班	2
有客服电话吗	3
失物招领	9
儿童怎么没办法值机	17
儿童怎么值机	17
怎么查询其他人位置	17
不支持值机	17
电子登机牌二维码从哪获取	19
在线客服	3
为啥直接显示非本人行程无法直接	17
行程添加	2
怎么升舱	8
飞机座位靠窗	17
请问乘机凭证为啥邮件不发了呀？	5
一般出什么时候能出电子登机牌	19
查询有没有订好机票	2
已经在官网办了值机，能在航旅纵横上下载二维码登机牌吗？	19
帮别人值机	17
为啥有时不能值机？	17
如何选座位	17
我想取消预留座位	17
您好麻烦问一下，怎么添加好友的信息	17
预约值机为什么最多只能选三个？	17
退票怎么退	16
可以为不是同行的人办理值机吗	17
如何购买航班意外险或者航班延误险	16
能不能解决问题？？？	12
查机票价钱	14
身份证认证了怎么删除？	6
我的座位被修改了？？？	17
有些行程没有显示	2
为何6号机票已出，没短信通知呢	2
同行人跟我是同舱位同行班，为什么选不了座位呢？	17
咸阳机场能不能用电子登机牌	19
国航飞往日本的航班怎么值机	17
您好，我的身份认证一直做不了	6
如何取消朋友的值机？	17
新证件无法添加，显示名称不一致	6
如何获取电子客票号	16
行程单怎么在这个软件上打印	5
Pro版本如何下载	16
为什么手机值机一直显示未找到行程	17
怎么为同伴值机	17
需要托运行李的能手机值机吗	20
有没有人工服务啊！	3
怎么不可以呀选座位	17
出现非本人行程是什么意思	2
加了qq	12
机场雷达怎么开通，开通需要付费么	16
有电话可以打吗客服	3
保护状态	17
你好！我是吃素的，请麻烦给我订一份素食！	16
婴儿乘机	9
托运行李免费额度	20
添加行程	2
为什么我没有全日空的行程	2
改身份证怎么改	6
我昨天取消了之前选好的飞机座位。今天还可以重新再选一次座位吗？	17
婴儿票	9
行李托运，随身带上飞机有何要求？	20
我在购买机票的同时没有购买意外险	14
没有历史乘坐航班记录	2
外航的行程不能添加吗？	2
差额发票可以补吗？	5
为什么我的行程看不到	2
问下儿童的值机怎么弄？	17
请问橡皮泥可以带上飞机吗	20
如何调整已选座位	17
转人工	3
可以提前办理机票吗	16
可乐可以托运吗	20
你们客服电话多少，我找你们有个事情	3
一年前的行程记录查询	2
紧急出口座位怎么才能手机选座	17
请问T3机场里面是否有吸烟室	9
显示身份证已被用	6
在？	7
双流机场电话	3
怎么注销？	6
手机怎么办不了值机？	17
航班拥挤度	0
历史关注的航班信息没有了	2
胡文林的机票怎么取消值机	17
可以查其他人的航班吗	2
你好，我的护照换发以后要登记新的护照号	6
机场能办临时身份证吗	1
为什么我不能值机	17
怎么手机上我选不了座位	17
你好，购买机票是用台湾通行证，办理手机值机时只有护照和港澳通行证选项，请问要如何选择填写证件？	1
忘记航班，能查一下吗	2
无身份证 乘机	1
为什么我选座时显示非本人航班？	17
提前多久到	16
因飞机延误我要退票怎么解决	16
如何帮我领登机牌	19
我的机票CZ8129在南航柜台不能打印行程单，怎么回事？报销用，在哪儿打印？	5
HU7825明天的航班取消了吗	16
改预约值机	17
不能添加同行人值机	17
国际航空的为啥没有显示	2
儿童办理值机显示失败	17
怎么电话联系你们	3
怎么认证港澳通行证	6
太早了 只记得具体日期和时间可以吗 没有客票订单或者照片了	2
请问东方航空国际航班不能为同行人选座？	17
证件格式错误是什么情况	6
为他人值机	17
为什么不能预定接送机了？	15
有客服人工电话吗	3
成都双流国际机场直飞普吉岛可以网上值机吗	17
无法添加行程	2
航班不能值机	17
航旅客服电话	3
买机票	14
认证信息不是本人	6
有行李的可以网上选座吗	20
固态硬盘可以托运吗	20
如果取消值机 会不会影响上飞机	17
70岁以上可以购票吗	9
为什么这个软件不能给别人值机了呢	17
HU7438有餐吗？	16
你好，如何取消值机？	17
认证问题，另一个手机注册，这个手机要登录，不行。另一个已退出，还是不行。	6
Hi	7
国际航班最多可以提前多久办理托运	16
怎么买票	14
如何打印乘机凭证	5
可携带和不可携带规定	20
输入验证码说是错误，然后重新获得验证码又说号码已经使用？是为什么呢？	6
软件的飞行模式	16
购票凭证	14
为什么有些机票搜不到了？	2
你可以帮我值机吗？	17
我买的国际航班为什么航旅纵横无法显示	2
删除联系人	17
给我办理一下取消值机	17
请问有电话客服吗？号码是多少？	3
出行的是两个人，怎么输入第二个人的信息，再进行选座啊？	17
上个月的记录没有？	2
打电话给我！18906015066	3
值机取消失败	17
请问在航旅纵横APP 里怎么添加好友在线选座	17
怎么为其他人选座	17
没有登机牌，需要保险	16
可以购买延误险吗	16
选座功能在哪	17
儿童机票怎么取	19
如何帮别人取消值机	17
小孩不能选座位吗	17
贵阳机场派出所电话	3
怎么买机票	14
转机时间和到达时间不少于多少小时	16
24日CA169查看手机值机为什么总显示连接超时，不能手机值机吗	16
潜加证件后，将要出行的计划为什么显示不了？	2
我要换位置	17
国外航班没显示的吗？	2
小孩子不能直机吗	17
靠窗	17
发票怎么开	5
中途要转机的是否需要提取行李	16
不可以买票吗？	14
怎么查看我的历史行程	2
输入身份证能查航班吗	2
为什么到现在都没有显示行程	2
可以修改乘机人吗	17
怎样查询选好的座位	17
我给同事选座位，手机号码输错怎样做更正	6
帮忙查询一下预定座位号	17
如何删除已认证证件	6
手机上已经值机，直接去安检？	17
值完机，需要换座位	17
为什么查询到上限就查询不了了	16
我要取消值机	17
春秋航班无法加入	2
同行人中无法添加香港居民	17
如何代他人选国际航班的座位	17
带锁的座位是什么意思？	17
您好 我没定过机票为什么还会提醒我办理值机呢	2
我想办值机选位置时，怎么能在加一人	17
预留座位总被调换	17
取消预留座位	17
你好，我川航会员更换了手机号，那么在航旅纵横APP上查询卡片信息的时候就显示我手机号无效，这个怎么办？	6
为什么我的行程单还没打印出来	5
如何升舱	8
出租车发票	15
请问6月6日Dz6204航班，何时开始网上值机	17
请问旅游团一起买的机票个人查询不了	2
我不会定飞机票咋办	14
国际机票验真	14
婴儿车托运	20
水果可以托运嘛？	20
重庆临时身份证	1
没有和我一起同行 可以帮忙选座位吗	17
改签	16
护照乘坐飞机	1
怎样买票	14
登机规定	17
儿童乘机需要	9
为什么不能买机票	14
你们电话多少	3
机票丢失怎么补办	19
什么是常客卡	11
手机要关机么	9
注销账号	6
开放选座预约选座没有自动办理	17
我本人操作提示非本人无法值机，	17
已经注册，忘记密码	6
航班晚点凭证	16
在线值机后如何办理登机手续	17
接送机发票	15
带肝素针剂托运要医生证明是吗	20
临时登机证明	1
我的航旅纵横上怎么没有收到未来行程	2
口令忘了，在哪里可以看到	10
怎么投诉	12
怎么添加亲属行程	2
国际间的航班不能显示？	2
如何添加其他乘客的行程呢	2
修改不了证件	6
机票验真	14
我已经选好飞机座位，小孩子的没添加然后该怎么选	17
您好 我想取消手机值机	17
我乘坐的俄罗斯航空 为什么不显示	2
身份证丢了，明天能上飞机吗	1
怎么看挨着窗户	17
没有改退，显示非本人行程	2
请问行李超重怎么办？	20
怎样购票	14
东方航空可以儿童选座吗～	17
有人工客服嘛	3
现在不能手机值机呢？	17
从哪里看飞行多高	16
我的证件之前在另一个手机上登录过，我现在换手机了，怎么操作？一直显示我不能认证	6
在别的地方买票能在这上面看到吗	2
网上值机了，如何取消机票	16
手机值机后，为什么一直不显示电子登机牌	19
接送机服务	15
大连周水子机场临时身份证办理	1
退票联系那里	16
丽江三义机场出场航班怎么查询	2
取消行程	16
机票发票在哪里打	5
喷雾能托运么？	20
请帮我取消值机	17
别人帮忙买的机票可以查到？	2
请问我值机要值多人的，怎么弄	17
已申请加群，请通过	16
如何取消个人乘机凭证的邮件接受功能？	5
更改语言	16
怎么查自己的身份证是否订了机票	2
福州到宜昌，宜昌中转到曹家堡要提取托运行李吗	16
常用联系人页在哪里找	17
航班因天气更改到第二天，航班公司是否会安排当晚住宿？	4
黑头铲可以去带上飞机吗	16
为什么值机一直显示网络超时	16
怎么添加其他证件	6
幼儿有身份证还需要出生证明登机吗？	1
临时登机这名	1
电子行程单	5
国际航空行李托运多少斤免费	20
请问西部航空客服电话多少？	3
如何值机国际航空	17
游戏机可以托运吗	20
订单在哪里可以看？	2
值机是什么	17
去年买的票没使用，可以退吗？	16
在机票搜索上，怎样买票	14
我是为家人办理的值机	17
为什么取消不了值机	17
有人吗	7
我们需要电子机票行程单	5
请问如何帮孩子一起选座？四川航空的机票，成都飞温哥华	17
同行三人网上选坐，名字后面没有+号	17
在吧	7
订票在哪页面	14
别人绑定我身份证	6
可以查我以前的航班吗	2
预约座位影不影响改签退票	16
飞行模式怎么开	16
保险	16
英文名与中文名不匹配	6
工具箱的手机选座在哪里	17
用手机号登陆，显示身份证已被其他账号登陆	6
值机后可以改座吗	17
我要注销此账号	6
值机取消不了怎么办	17
为什么我的国际航班行程没有显示	2
酒曲可以托运吗？	20
没有买机票，为何显示登机提醒！？	2
如何订票	14
你好！请问：我是7月17日的机票航旅纵横已显示已值机是什么意思？	17
客服电话可以给我一个吗	3
我如何帮朋友值机	17
为什么我不能办理值机？	17
亲 我刚注册完为什么一条飞行信息都没有呢	2
机场贵宾厅	9
如何查别人帮定的国际机票	2
怎么查询自己的返程机票	2
不小心删除了行程	2
托运能带多少液体	20
临时被通知航班取消，请问如何改签	16
我跟你们反馈了半天有用吗？	12
最晚什么时候办托运	16
有没有航空延误险	16
垃圾	12
如何选位？	17
13:05从太原飞往珠海的航班怎么没不开放选座位呢	17
不准携带物品	20
儿童座位怎么值机	17
机票可不可以退	16
行李托运能托运酒吗	20
我的航班取消了，我临时升舱的钱什么时间退还	8
我已值机，行程里怎么不显示座位号呢	17
我的为啥认证不了呢	6
我昨天在你们这儿订的接机服务，结果首汽约车司机没有来接我，害我动车晚点在杭州多住了一晚，但司机钱已经收了，联系首汽约车客服，说要找你们处理，这事该怎么办	15
值机取消不了	17
你好，请问我为什么不能值机？	17
收不到验证码	6
飞机群怎么进啊	16
为什么我不能取消座位	17
靠窗位置	17
预约值机连接超时	16
为什么无法行程验真	2
国际航班手机值机	17
没带身份证怎么办	1
行李托运多少斤是免费的	20
国际航班可以选座吗	17
怎么把小孩选座位加在大人上	17
为什么前十排选不到	17
飞机延误了2小时，可以晚点去安检吗？	16
我的报销凭证何时邮寄回来	5
修改认证	6
用我的手机为别人订机票不能值机吗	17
我也没有购票凭证呀，能告诉我不显示行程的原因吗？？？？	2
发票什么时候寄过来给我	5
电动剃须刀必须托运吗	20
一个二维码可以几个人一起过嘛	19
我的孩子怎么一起手机值机？	17
调换座位	17
同事帮忙订的航班，能查到航班号吗	2
可以添加其他人的证件吗？	6
好的👌	13
你好可以查询其他人的机票么？	2
乘机证件有哪些	1
为什么我办理不了手机值机了？	17
之前的行程还可以导入吗	2
为什么不能选座位呀？谢谢	17
实时选座如何添加同行人	17
我在手机里为家人买的飞机票怎样可以帮忙选座位呀？	17
值机如何取消	17
从哪了选座位	17
可以提前办理机票和登机牌那些吗	16
护照上的行程为何没有提取出来	2
行程单如何打印	5
你好 请问值机了 就不要拿票登机了嘛	19
行里超重怎么办	20
手机值机如何添加同行人	17
人工客服？	3
为什么无法预约值机了	17
请问有人工服务电话吗？	3
你好我的日本机票怎么不显示	2
行程单补办	5
如何添加常用联系人	17
你好我的号可以帮别人办理登机牌吗？	19
护照号添加不上	6
为什么值机不成功	17
旅豆干什么用？	10
为什么值机取消不了？	17
临时身份证明	1
航旅登机牌在哪里？	19
如何查看发票快递信息	5
飞行轨迹怎么同步热力图	2
怎么订票？	14
能添加几个同行人？	17
飞机突然变更到达站了。本来浦东，现在虹桥。我买的联航一套票，中间就间隔两小时，时间太紧了。想退票，请问如何申请退票可以获得最大限度的退款。	16
两个人同时预选座位，我怎么看同行人是否已值机？	17
手机值机提前多久	17
修改证件信息	6
我预定接机，现在航班取消，如何处理	15
有人在吗	7
你好，我手机想把今天的机票取消，怎么取消不了了呢	16
我今天手机值机，结果显示，我出现了行程的保护，但是我并没有开启，不知道是为什么不能值机。	17
小朋友的值机无法取消是怎么回事	17
手机电池可以托运嘛。	20
接机首汽约车开发票	15
怎么查我的机票	2
怎么查到我定的国际机票	2
值机，手机验证码一直收不到	6
无法取消座位	17
为什么没有查到可预约值机的行程	17
喷雾可以托运吗	20
登机牌最早可以提前多久办理?	16
证件已经被其他账号认证了	6
我这有电子票了还要取票嘛	19
不能为本人以为的三个人选座吗？	17
为什么我从巴厘岛回来的行程没有显示	2
国航也不行	12
怎么联系自己乘坐的航空公司	3
我改名字了	6
添加行程要审核多久	2
国际航班托运规定	20
我要手机值机说我自己开启了行程保护无法查看行程	17
客服热线	3
电子登机牌在哪里查看	19
另外原来登记的护照名字英文写错了	6
值机取不了	17
证件添加不了	6
我要退票	16
选座位看不到飞机翅膀	17
你好，如何改签	16
我的神州专车发票怎么开？	15
同行人添加？	17
航班保护不能在线值机	17
购买机票的身份证过期	1
想查一下这个身份证啥时候起飞	0
行程缺失	2
可不可以取消值机，重新办理	17
国内行程会自动导入嘛	2
接机行程单	5
旅客在机场临时申请特殊餐食要提前多长时间	16
怎么查看自己买的是不是里程票	2
如何预约选座	17
电子发票	5
来回航班怎么值机？	17
山东航空联系电话	3
怎么样取消值机	17
亲，可以值机，但是为啥走的座位还是选不了	17
你好，怎么样打印行程单	5
你好。为什么我新买的航班信息在行程里面不显示。过了好几天了。公司给买的票，我这没有购票码，不能手动添加。请问有别的办法吗？	2
第一次坐飞机可以在APP 上选座位吗？	17
你好，这个发票是在哪里申请？	5
小孩可以选择座位号吗？	17
你好，你们这系统为何没有显示国际航班预订信息？	2
我儿童值机取消了，为什么大人还不行	17
下面的机票为啥没显示	2
常用联系人在哪	17
我通过携程买的机票这里都有显示，但是我通过旅游团的机票为什么这里没有显示	2
440513199710024026 陈悦燕 名字输错	6
已经选好座的同行人，如何为其办理电子登机牌	19
怎么关闭行程保护	17
没有解决问题	12
网上值机选座几点可以	17
怎么看不到机票和座位？	2
但是我找不到那个代理机票的点也没有时间到那个机场怎么搞啊？	0
我的儿童已经取消值机了，为什么我的还是不能取消	17
我换了机场雷达卷，但找不到可以打开的地方	16
怎么在手机上选座	17
取消值机不成功，收不到短信验证怎么办	17
我自己可以选坐，为何帮朋友选择，就这个提示	17
如何订餐？	16
怎样打印纸质登机牌	19
怎么订机票	14
如何取托运的行李	20
托运行李体积重量说明	20
没有身份证怎么办	1
发票多久能到	5
我今天的行程怎么看不见	2
PRO版不显示2011～2015.01的行程，有办法解决么？	2
国际航班可以值机吗	17
我选完的座位被占用了	17
我不想让你们办理值机	17
为什么我没有买机票，却提示我今晚有航班	2
牙膏可以托运吗	20
你好，回答我的问题。请你	12
客服电话多少	3
以前的航班没有记录	2
电脑可以托运么	20
户口本可以登机吗	1
原始密码	6
飞机延误吗？	16
我提的问题为什么不回答呢？	12
怎么改签或者退票	16
预约的值机被强制解锁换成别人了	17
谢谢！我试试	13
飞机延误值机时间会延后么	16
已经办理值机，但是二维码登机牌在哪里	19
怎样选座？	17
手机值机的取消不了	17
自己买行李额多少钱	20
变更姓名	6
上周我刚刚出差去广州，我需要获取从三亚到广州再从广州回三亚的行程单，如何获得	5
怎么选择飞机座位？	17
婴儿坐飞机	9
航班为什么会取消	0
我选择座位后再次登录不显示有座位号	17
购买行李额	20
帮取消值机	17
不支持婴儿票的在哪里购买	9
在哪里可以自动选座	17
工具箱手机选座卡片在哪	17
请问在这个APP上可以购票吗	14
我的乘机发票什么时候能收到？	5
国际航班免费托运行李重量	20
你好，问一下，我之前注册的账号没用了，忘记了，怎么办	6
我无法取消值机	17
怎么取消他人值机	17
您好 取消值机后 可以重新值机吗	17
别人代买的机票，可以自己付费改签么	16
你好什么时候可以选座位呀	17
为什么不能预约值机	17
手机值机以后，还可以打印登机牌吗	17
上海航空可以提前选座吗	17
客服电话是多少号	3
接送机发票问题	15
明天从马德里到西安的Mu264为什么还没法值机？	17
武汉到拉萨的机票，可以在航旅纵横中买吗？	0
行程单怎么打印	5
你好，现在查看不到航班动态了吗？	0
为什么手机值机只能值3个人？	17
为什么明天早上的航班现在还无法值机	17
南京禄口国际机场失物招领	9
我是三点半的机票，现在到机场了还没有取票，还要行李托运，时间来得及那	16
还是取消不了值机啊	17
您好，为什么认证总是失败啊	6
预留座是什么意思？	17
值机预约记录	17
请问空客320的机翼在哪里	17
婴儿登记需要的证件？	1
如何购票	14
托运的行李箱 有体积要求吗	20
可以托运白酒吗？	20
原来的行程怎么没有统计呢	2
手动添加了行程。还是不显示？	2
身份验证没有行程	2
只需要修改认证的身份证名字	6
有人工客服吗	3
国际航班可以手机值机吗	17
我的座位免费升为公务舱，发票是否显示为经济舱？	5
我给小孩订票，小孩的行程怎么看？	2
行程不足	2
能不能预约2个人的座位	17
认证身份证和名字有误怎么办	6
常用联系人页入口在哪里	17
出票失败什么时候退钱	16
你好，在为别人手机值机时提示未找到两天内可办理行程是什么原因	17
MU8889明天浦东飞美国西雅图的航班有网上值机办理么？	17
SC8050航班什么时候可以值机	16
选座在哪个页面	17
提前几天选座	17
