label	text_a
12	我在购买机票的同时没有购买意外险
14	您好，请问飞机票可以改签吗
14	但是航班延误太严重了，有事不能等，所以没有乘坐，怎么退票
18	怎样才知道已经开始选择座位了
4	点不开查看登机牌
0	请问我添加了一个行程，为什么在app上查不到呢
13	怎么在天津航空官网上购买行旅托运费
18	怎么关闭行程保护
9	做的什么界面 真难看 感觉一点都没有档次
15	卡塔尔航空能查到吗
0	为什么我的行程没有显示
0	买了飞机票怎么没显示了
14	今天早上8点多，珠海飞乌鲁木齐的航班，延误到必点了
3	哦，好的
18	我想变更座位
18	国际航班为他人值机
8	請回电！
18	手机办理值机开通但是点进去全是锁的
18	如何帮朋友选座
18	需要取消值机
18	可以选座吗
13	玉器能托运吗？
14	如果行程改变，已购的机票多久时间内可以改签？
17	超过70岁的老人在网上买飞机票，要提供什么材料吗？
18	航班取消了，我要取消值机
14	为什么值机一直显示网络超时
18	我能不能现在就选座位号
10	注销需要多长时间
18	自己的行程不能选座
14	我要改签
14	怎么改签或者退票
18	我怎么办不了值机？
18	中国航空CA1239可以手机选座不
14	没有行李托运可以直接取票安检吗？
18	为何我不能值机？
18	网上值机以后还需要打印登机牌嘛
0	国外航空公司的行程可以查到吗
18	如何取消值机？
10	旧护照没有提取的行程。护照号：G40990668，姓名：吕颖，删除原因：已过期并已更换新护照。
18	添加儿童联系人选出生证明，证件号码怎么填？
10	认证怎么不能通过
18	怎样提前选择座位号
18	没有和我一起同行 可以帮忙选座位吗
14	手机可以开飞行模式么
12	航旅纵横能不能购买机票
12	能否在航旅纵横购机票？
18	非本人行程不可值机
0	儿童已订机票查询
10	在飞猪网买的机票名字最后一个字输错了能改吗？
18	我在手机上值机了，到时候可以打印纸质登机牌么
16	身份证掉了怎么登机
18	怎么取消已经值机的飞机
18	怎么才知道开始选择座位了？
18	手机选座位在哪
18	台湾同胞，如何值机？
0	2011年前的行程没有？
0	行程丢失
14	关键是不知道电子客票号啊！单位统一订的票，你们后台就不能推送给我吗？
12	可以订机票吗？
7	行程单怎么打印
4	在哪里打开电子登机牌
18	常用联系人怎么添加
0	想问下，如果买的香港快运的航班，可以添加进来的吗
12	机票无法预订？
12	如何买票
19	东方航空长沙飞上海，再从上海转机到日本，需要出机场安检再从新进国际航班吗
5	亲
13	你好 请问ipad可以托运吗
18	请问我今天定的春秋航空9C8856怎么不可以手机值机
12	订机票
17	血栓患者能坐飞机吗
0	可以用护照号查询机票吗
6	接机首汽约车开发票
0	我的行程不翼而飞了
14	我没有退票
18	35排那两个位置有窗户吗
12	我的问题是机票验真
18	你好！为什么我值机时上面显示非本人不能值机
4	携带婴儿登记如何取票
18	选座被取消了
18	几点可以选座
0	行程不完整
18	13:05从太原飞往珠海的航班怎么没不开放选座位呢
0	怎么把春秋航空的行程记录添加到航旅纵横行程记录里
17	怎么租车
8	怎么联系航空公司或出票代理
0	可以尽快审核吗
18	在哪选座位
18	办理他人值机取消
4	已经办理完电子登机牌，在哪里找到
18	怎样才是选座成功
9	曹尼玛
17	老人如何乘坐民航空机
18	为什么不能手机值机呢
18	怎么帮助他人办理值机
18	儿童无法选座
18	你好，帮小孩值机一直显示值不了
18	现在怎么办理手机值机
18	麻烦问一下，我想知道如何预选第二个行程座位
18	不能取消值机的原因是什么
10	有个身份证号码注册不了
18	为同行的人预约座位，为什么提醒不能重复预约
0	这么没显示行程日期
0	我明天和后天的行程怎么不显示？
14	回复太慢。QQ群是加不进去。
7	电子行程单在什么地方？
0	手动添加了行程。还是不显示？
13	超过100毫升的化妆品液体可以托运吗
2	如何进行里程升舱？
8	打电话给我！18906015066
11	常旅客卡密码
0	在其他网站买的机票这里可以查到么
0	请问如何用户照查询他人给定的机票
4	如何无纸乘机
4	国航手机值机后怎么没有二维码值机牌
10	怎么用微信认证
18	请问怎么增加别人的航班，为他人选座
18	为什么做不了值机
0	怎么查询别人的信息
2	如何使用旅豆升仓
0	为什么没有已买机票的信息
13	可以托运什么东西
10	取消认证
9	你们再不改善那些低端小问题 客户都跑了哟
7	怎样导出个人乘机凭证？谢谢了
11	如何添加更改常旅客
14	我想问下从哪里可以看自己里程？
4	为什么我的电子机票  查不到
18	什么时间可以选座
10	护照号添加不上
0	半年内的航班没有导入
0	为什么提前买的机票不显示
7	国际机票补开乘机凭证
16	身份证没在身边如何取票，登机呢？
0	你好 我的东京飞上海的航班应该是2017年的 结果给我加到了2018年。还有上海飞兰州的已经审核过了 但是没加到行程列表里
10	无法添加港澳通行证
5	你好！
17	多少岁能单独购买飞机票上飞机
13	食品必须进行托运蛮
8	客服人工电话号码
17	那没有糖尿病就不能托运吗
0	如何查看我未来的行程
18	选座无法取消
17	我想问下首都航空在巡航状态下可以开手机吗？
18	非本人行程 无法值机
14	您好，累计的行程可以兑换里程或者机票吗
18	怎么不能手机选座
10	怎么添加证件
17	首都机场哪里可以寄存东西
18	我们一行四人 为什么只能选三个座位？
12	航旅纵横能购买机票吗
18	座位号怎么选
18	明天从马德里到西安的Mu264为什么还没法值机？
2	机会升舱
0	如何帮别人查询预订信息
16	珠海金湾机场怎么办理临时身份证
14	购买航班延误险怎么办理赔付
8	你们的客服电话有没有？
18	小孩怎么值机
6	神州专车接机司机联系不上，关机。如何退款？
18	怎么选不了座位呢？
7	问下怎么开电子行程单
4	怎么取票
0	为什么没有我的行程？
18	我只有2个同行人呀
17	残疾人
18	请问怎么选位置
18	我是明天下午18点20的飞机，为什么今天选不了座位
4	电子登机牌二维码从哪获取
9	垃圾
0	现在是需要完成乘机后才会显示航线吗
18	儿童自己乘机
5	你好～
9	你懂什么啊
17	如果预约wifi
0	请问能添加国际航班路线图么
18	找不到座位号
8	有电话吗
13	国际航班托运规定
0	国际航班行程缺失
18	如何取消订座编号
18	添加常用联系人
14	微信号是什么
18	我的航班取消了，我要改签，但值机不能取消，不能改签
18	你好，请问我手机值机时为什么要我输入本人信息?信息输入完后又说我是非本人行程?
18	取消未成年人值机座位。
10	护照认证时姓名填写错误如何修改
18	为什么我添加了同行人，在信息里找不到，再次添加又说存在着呢
18	如何代他人选国际航班的座位
0	行程添加成功了，却不显示
0	用护照号怎么查询航班
18	香港回乡证怎么添加常用联系人
14	军人优先可以携带军属吗？
13	托运费用
18	国际航班不能提前选位吗？
18	马来西亚航空的可以手机值机么
16	订票证件
14	餐食
0	怎么看不到机票和座位？
18	选安全出口前面的座位
13	买行李额
0	可以查询别人有没有订机票吗
18	经济舱不能给公务舱值机？
5	*吗
14	怎么购买延误险
14	国际航班提前多少时间到机场
18	儿童网上值机
7	如何打印乘机凭证
18	瑞丽航空可以在线选座吗？
18	国际航班可以值机吗
18	如何预订座位？不是值机
13	托运注意事项
0	我乘坐的俄罗斯航空 为什么不显示
14	航班群
12	订票在哪页面
18	怎么添加同行人手机值机
10	你好：我帮别人值机选座、用我的手机号为什么收不到验证码
18	我添加常用人信息时。儿童的出生证明添加不成功。
15	今天航班怎么取消了
9	投诉你！
18	座位怎么选
14	QQ群号码不对
18	如何为他人取消值机？
18	那些位置是靠窗的
13	可以托运防晒喷雾吗？
13	托运物品有哪些限制
10	我刚才操作失误，证件需要重新认证，麻烦帮我取消现在的证件，那个是我爱人的名字
7	电子行程单怎么下载
18	儿童怎么没办法值机
18	如何取消别人的值机
15	7.1号到贵州铜仁凤凰机场现在可以购票吗？
18	改坐位是点取消直机吗？
18	我要取消我的订座
18	修改位置
18	你还，买飞机票时已经预定了座位，那在航旅纵横上就不用在选座位了吗
0	未来行程删掉了，怎么找回
18	请问6/5的航班什么时候可以网上办理值机
14	PRO版在哪里下载
14	客票监控在哪
5	hi
4	有电子登机牌还需要办理纸质登机牌吗
14	如何获取电子客票号
18	预约值机不成功
17	T3航站楼是否有顺丰快递
12	在哪购票
18	怎么在线选座
10	添加港澳通行证
16	咸阳机场+临时身份证办理
18	还有一个朋友选不了座怎么办？
18	可以帮助同行的人办理值机吗
12	已预订的机票哪里可查询？
18	选座什么时候正式开放
18	选座橘色黄色
9	回答不能解决问题，急死了
18	为何无法值机，川航
18	值机后可否更改座位
18	东方航空可以儿童选座吗～
7	电子客票行程单
10	绑定护照
18	选好座位可以更改吗？
18	为何无法为他人值机
13	婴儿车托运
15	请问8l9616取消了吗
10	居民身份证可以认证吗
0	如何添加几年之前的行程？
4	如何获取电子等离散
6	接机服务发票开不出来
8	客服热线
0	为什么显示已开放值机 缺提取不到我的行程
7	我的座位免费升为公务舱，发票是否显示为经济舱？
18	不能值机
13	请问300毫升的蜂蜜，可以托运吗
10	怎样修改短信推送信息的手机号码
18	儿童不能预值机吗
12	从哪个地方买票？
4	可以补以前的登机牌吗？
13	手机值机后，可托运行李么
15	有航班起飞提醒吗
16	婴儿登机证件
4	儿童能网上添加登机牌吗
14	我儿子乘坐了et302死了，有保险吗，。
16	eID电子身份证乘机
10	认证身份证和名字有误怎么办
18	请问手机值机时间是在航班起飞前什么时间断
18	怎么取消值机
18	请问小孩怎么认证身份?我想选机票座位
13	HO1840航班有没有免费行李托运
4	登机牌在哪里找
18	怎么添加乘客
14	内地飞澳门，需要提前几小时到机场口
10	你好我的手机重装了系统，航旅要求认证，无法认证
12	怎么购票？
17	孕妇人工安检
0	怎么查看自己买的是不是里程票
9	出你媽
13	我是想问我明天的行程有免费托运额吗？
13	海航的行李限制是多少公斤？
10	我今天只是修改了手机号码
11	添加常客卡显示非本人常客卡怎么回事
8	有人工接听电话号码吗？
18	在哪选座
0	为什么航旅纵横中有航班信息但是航线图不显示
18	请问今天的值机信息为什么一直没有收到
18	我怎么看直机信息
18	在哪儿选座
17	行李事故索赔
13	我办理了订位还能托运行李吗
14	买的广州到成都，现想改深圳到成都？怎么办
13	1.2米的行李可以托运吗？
0	我想问问，为什么我们从三亚飞日本的机票查不到
13	食品能托运吗
0	没有去南昌的机票显示
0	值机记录没有了
18	我未办理值机？为什么系统提示已值机？
10	现在新电话无法认证
10	收不到短信验证码
4	添加到钱包
16	兰州中川国际机场+临时身份证办理
18	什么时间开放手机选座
18	手机值机还会开放座位吗
18	我不能值机，朋友可以了
4	珠海金湾机场可以用电子登机牌吗？
13	您好，我明天的那班飞机，是包含了午餐吗？是不是有20kg免费托运的，行李箱托运，不自己携带
18	手机值机是什么意思
18	自己不出行，可以给家人选座位吧！
9	不管用
0	从北京中转韩国在飞日本的航班为什么不显示？
9	没有解答问题
6	我昨天定的接送机，司机没有来，首汽那边已经取消订单了，但是平台已收取我的费用277元，请客服跟我联系退费
18	你好我想请问我的票号是10位数，好像没发添加行程怎么办呢？
14	最晚托运时间
13	我要办托运 可以先在这手机值机然后再到机场办托运吗
18	我选座不成功
10	名字改了怎么办
0	我怎样查看我前几天的机票行程
13	托运可以带水乳么
18	航班处于保护状态
14	我用200旅豆兑换了“机场雷达”功能，但对于苹果手机，是不是不用兑换，依然有这个功能？
14	改签航班
18	工具箱的手机选座卡片在哪里
18	您，我给别人办了值机，现在黑4别人取消不了
18	为什么没有查到可预约值机的行程
18	保存保存同行人
0	我怎么用身份证查询机票
10	证件上姓名有错
13	请问办理值机以后，还可以到机场托运行李吗？
0	我刚才订的航班怎么不显示
4	如何帮其他人取票
18	取消置机后可以重新置机不？
18	带锁的座位是什么意思？
14	怎么查询CA817航班动态就闪退
0	离线看航线
14	open票怎么使用
18	为什么有的作为不等选？是锁的样子？
0	昨晚发现有我的航班信息，大连到北京南苑机场。从起飞时间、延误、及到达信息，全有。而我本人并没有乘坐飞机，是怎么回事？
18	怎么帮同行孩子值机
11	怎么修改会员卡密码
14	我换了机场雷达卷，但找不到可以打开的地方
13	超重提前买
18	我买了去日本的飞机票，怎么选座啊？
18	怎么没法手机选座呢？
0	你好。为什么我新买的航班信息在行程里面不显示。过了好几天了。公司给买的票，我这没有购票码，不能手动添加。请问有别的办法吗？
12	我定的21号深圳到上海的机票，为啥显示今晚的？
8	航旅纵横客服电话多少
7	发票多久能到
10	身份认证被占用
10	怎么删除自己的证件啊
18	为什么手机值机一直显示未找到行程
13	牛奶可以托运?
7	开具发票
18	孩子怎么提前选座
18	儿童已经取消值机了，大人怎么取消不了？
0	行程添加不上
18	我是帮别人买的机票，怎么帮别人预约选座？
14	可以向你查询电子客票号吗？
12	预订机票
10	我新换了护照，总是添加不了，说我的英文名字与中文名字不符，如何解决
9	你看吗？
0	你好，查航班状态在哪里查呢
18	为什么我选了三个座位，客票信息就只有我一个人的呢
17	孕妇要证明吗
0	路线图如何添加国际航班
10	认证过不去，是因为长久设用在线了，另外电话号码改了，怎么办？
10	我那个证件不是我的
4	值机二维码
14	行程积分兑换里程，有机票吗
18	明天的飞机怎么不能选座啊
18	为什么明天早上的航班现在还无法值机
18	我能否帮他人选座
7	行李托运电子发票
7	飞机发票
12	如何查询预定的机票信息
16	儿童未领取身份证怎么验证身份呢？
18	怎么查看之前选的位置？
18	国际航班可以手机值机吗
13	用手机登机牌可以托运行李吗
0	手动添加行程
18	预留座位不可改选
8	双流机场电话
0	机票已出，为何没有显示
14	经济舱有餐饮服务嘛
0	查询航班hu7232
18	为什么不能帮别人选坐
0	我有一个2019年7月16日北京到韩国金浦的行程为什么不显示那
13	乌龟如何办理托运
14	航空公司因为航班调整取消了一班航班怎么办
18	您好！怎么选川航3U8878航班6月23日的座位号？
18	为什么11号重庆飞南宁办理不了值机呢
18	经停乌鲁木齐，20点55到龙嘉机场的航班是哪班
18	选座后取消
8	客服电话
10	军人证件怎么添加
4	值机后怎样获得纸质登机牌
18	座位预约
6	接送机专车发票开不了怎么办
13	针线 剪刀可以托运吗
5	人呢
15	你好请问10点50从银川到北京的航班取消了该成几点了
18	去香港儿童可以选座妈
0	怎么用身份证号查航班
14	我想问一下，我到太平机场T2航站楼，还要转机飞到西安，我带的行李多，可以用你们的时候行李车吗？
18	为什么不能手机选座了？
19	如何知道是否联程机票
0	手动添加了行程，一直没有通过
18	怎么查看帮别人的选座
18	预约选座问题
3	哦，知道了
7	我的航旅显示行程单以打印，
13	乘坐飞机禁止携带哪些物品？
7	我已经买了机票了，怎么查行程单
13	可以托运白酒吗？
0	我的行程没有同步到行旅纵橫
14	旅客在机场临时申请特殊餐食要提前多长时间
5	在不
18	为什么孩子值不了机啊
18	查看座位
18	安全出口座位
14	加了QQ号一直没人接呀。
13	可以不托运的物品有哪些
14	保险
0	为什么出国的航班查询不到？
18	你好 怎么取消值机
0	有些国际航班没显示
18	删除联系人
2	你好！请问我可为他人申请四川航空的升舱服务吗？
4	怎样查询电子登机牌
13	电脑要托运吗
13	背包可以行李托运吗
14	别人代买的机票，可以自己付费改签么
4	我要在网上换登机牌
7	个人乘机凭证邮箱怎么改变
8	有电话么！
10	你好！我要关联护照，怎么关联，提示我的中文名和英文名不匹配
13	烟和酒能托运吗
0	廉航信息是不会显示的吗
18	儿童票值机
4	如何打印登机牌？
9	这是什么回答
10	忘记旧账号
18	网上选座最多同行人是几个？
18	取消预约值机还可以再次预约值机吗
8	没有客服电话
0	为什么查不到国航航班的信息？
0	国际航班如何查询
18	你好 我的值机作为发生了更改
3	好的，知道了，谢谢您。
18	网上值机选座后，如果到达机场时已经停止办理值机，可以正常领取登机牌和托运行李吗
13	行李托运购买
18	我没有办理值机，app自动帮我办理值机了
10	为什么，每次我要添加证件，都是证件格式错误
0	别人帮我买的飞机票但是留得他的手机号为什么我这里没有行程显示
18	我要选座位，能选两个人的吗
12	在机票搜索上，怎样买票
18	怎么添加不了同行人
18	怎么帮别人国际航班值机
17	轮椅租赁
0	原来的行程怎么没有统计呢
8	厦门航空的客服电话
7	怎么办理报销凭证
18	航班取消，已办理值机，如何取消？
0	显示2011年之前的行程吗
18	已选座位 如何取消
13	国际航班免费托运行李重量
8	有没人工服务
18	儿童选座
14	啥时值机
18	什么是在线值机
18	能改座位么
13	托运行李有大小限制吗
18	如何删除同行人信息？之前一起选过座位
7	乘完机如何开发票
15	我的航班为什么取消了
9	答非所问！
7	如何取得纸质行程单，用于报销
16	身份证丢失可以乘机吗
18	怎么看挨着窗户
10	我的认证信息里，身份证号码是我的而名字变成了我父亲，如何修改
18	飞机票开放选座时间
18	儿童怎么办理值机
18	APP里面没有选座选项
2	今天HX791香港到马累的票可以升舱吗？价格是多少？
10	证件认证失败
18	可以帮助朋友选择位置吗
13	请问托运行李的要求和流程是什么
18	如何为儿童值机
1	可以购买旅豆吗？
16	重庆临时身份证
14	值机后可以退票吗
10	账号注销
13	飞机上哪些东西不能带
0	怎么用护照查机票
4	登机牌可以补打吗？
8	有没有人工客服
7	我需要报账，能不能把我的机票的电子发票发在我的QQ邮箱里？
14	手机值机提前多久到机场就可以
4	怎么取儿童机票
6	取消预定的接送机
4	手机值机需要打登机牌吗？
18	我预约的37A的座位，为啥现在成了44K了？
18	有预留座位是否需要重新选座
5	客服您好
18	常用联系人在哪
6	接机怎么开发票
14	为什么没有电子客票号
17	老人行动不便，要租轮椅
2	军人持证件可以升舱吗？
9	还是不能解决问题啊
0	我个人原定的机票取消了，但是我在你们app上帮其他同行人预定的座位，现在我看不到信息了，怎么办？
5	哈喽呀
13	牙膏可以托运吗
18	您好 怎么看我给别人选的座位
18	您好，国泰航空公司登机牌找不到13位的数字购票单号，手动添加的行程是几年前的了，座位编号不知能否查出。
14	在哪里下载最新版航旅纵横
18	形成保护取消了也没办法用
12	机票怎么订？
18	没有看到取消座位按钮
16	你好，别人带我女儿（五岁儿童）乘坐飞机，女儿没办过身份证，只拿女儿的户口页可以登机吗？
18	手机软件何时可以办理值机
0	怎么添加国际航班信息
18	需要取消订座位
18	为什么不能值机
18	帮他人取消值机
18	在线选座同行只能选三个人的?
14	你好，我们这班机几时可以值机？
0	定了机票这边怎么没有显示呢
18	没过安检就不算办理登机手续吗
10	手机值机姓名不对
8	有人工客服嘛
2	如何帮朋友升舱
4	登机牌补
7	你好！我现在还能打3月份的行程单吗？
13	祥鹏航空行李携带上机的尺寸？
12	限制消费人员可以购买机票吗
18	网上值机最早可以提前多久值机
10	手机号码注销
10	护照怎么绑定
18	无法选座
4	航旅纵横的电子登机牌去哪了？
0	我们在航空公司订的票为什么在航旅纵横上没收到任何信息呢
18	青岛航空可以手机值机吗
18	为什么值机值不了
17	70岁以上可以购票吗
0	为什么12年的查不到。
4	儿童能网上登机牌
0	国际航班没有显示
6	打车发票问题
9	衮
12	跑买票吗
16	有效乘机身份证件
18	自己不出行，为他人选座
14	时间来不及了快速托运
10	请问怎么取消认证
10	怎么修改卡包东方航空会员密码
10	另外原来登记的护照名字英文写错了
12	你们这上面能不能在线购买机票？
15	航班延误，值机停办时间是否更改
18	我为什么不能选座位
16	幼儿有身份证还需要出生证明登机吗？
9	什么破软件
16	没有身份证怎么值机
18	开放选座时会给消息提醒吗？
1	延误了为什么没给旅豆
17	贵宾室在哪
14	请问我的里程上为什么没有显示
18	常用联系人管理
13	没有免费行李额是什么意思
12	购票
0	春秋航空的航旅纵横为什么不显示，没有合作关系吗？
18	婴儿值机
18	怎样选坐
18	带着70多岁的老人，订票时忘记选座了怎么办
0	能查别人的购票记录吗？
18	东航支持电子值机吗
18	登记手续办理
10	身份证认证不了
18	手机上可以选位置吗
11	怎么注册常客卡
18	你好，请问如何选座位
8	客服电话多少?
16	户口本可以登机吗
18	值机预约记录
7	请问一下，帮人选座后，登机凭证是用什么？
18	怎么网上值机
14	如何成为pro版用户
14	有没有祥鹏办理退票电话
18	为什么取消不了值机
18	您好 请问航班保护是什么意思？
8	怎么联系客服
12	身份证可以查定的机票价格吗？
17	一个月的宝宝做飞机需要注意什么？
13	飞机不能带什么
4	怎么获取登机二维码
18	怎么可以选座
14	我想改签怎么弄
8	你们有没有客服电话
10	帮我注销账号
18	值不了机
13	护肤品超过160ml可以托运吗
14	请问有没有提供晚餐？
0	我的行程为什么没有显示？
10	为何收不到验证码？
13	自热米饭可以带上飞机或者托运吗
0	在哪里可以查询自己的机票
2	升舱订单如何取消
0	为什么一年前的航班不显示
18	儿童如何办理值机
18	我在手机里为家人买的飞机票怎样可以帮忙选座位呀？
18	值机怎么不能选同行人？
18	我跟同行人同航班，同仓位等级，为什么不能给他手机值机？
8	有电话客服么？
14	怎样兑换里程
18	请问选座位同行最多能选几个？
14	怎么退票
17	婴儿如何购票
4	电子登记牌，在哪里找到？
14	可以提前托运行李吗
4	如何分享电子登机牌
13	液体药品托运
18	为什么不能替同行人选位置
18	删除常用联系人
15	你好，问一个问题。我儿子的下周一个航班加拿大航空的从上海到蒙特利尔直航，加航官网显示是7月23日上海浦东16：50起飞，但在他本人的航旅纵横上显示是7月22日16：50。请问为什么是22号
18	小孩可以选择座位号吗？
0	怎么查看以前的航班信息
18	办理多人值机
14	飞机延误了2小时，可以晚点去安检吗？
4	二维码在哪里
18	我要从新选座
2	那个升舱想退订
12	这软件有订票功能吗？
14	飞机上的餐是怎么安排的
18	东航飞机无法添加通行人选座
8	你们没有电话吗
18	为什么厦门航空儿童不可以值机选位？
18	上航值机要付费吗
0	我本人没有乘坐飞机
18	自己怎么换座位
18	你好，怎么选座位？
18	帮别人值机后如何查看别人的电子行程单
0	可以查其他人的航班吗
4	用电子登机票时行李箱在哪托运
18	你好，我给我和6岁的孩子同时在飞猪上买了机票，但是刚才值机时孩子不能和我同时值机，显示与已添加的乘客航班不同，请为其单独办理值机。我不懂，这是什么意思呢？
18	预约座位可以值机吗？
18	我值机了要改票，取消值机为何总不行啊，急死了，请帮忙
4	电子登机牌，在哪找到
16	身份证掉了怎么坐飞机
10	小孩子怎么认证
18	看看我的值机成功了吗？
0	请问亚航的机票怎么添加
13	最大号行李箱不超过20kg可以办理托运吗？
18	座位信息在哪看
18	什么时候可以手机选座位？
7	如何打印行程单
8	有人工客服吗
12	订票怎么定
18	不能取消值机怎么办
12	查机票价钱
13	没有免费行李额，那20村箱子能自己带着上飞机吗
14	HU7438有餐吗？
0	你好，为什么我能查到国内的行程，查不到国外的
13	境外行李托运限额
15	KN2927是否延误
14	退票是退多少
13	办了值机以后要托运行李，还是要先去换登机牌是吗
18	预约选座能添加几人
18	选座功能在哪
6	约车可以开发票吗
0	为什么我的18年的行程，很多都没有显示
5	有人么？
13	托运收费吗
18	手机选座页在哪
7	怎么邮寄行程单
7	行程单邮寄有费用吗
7	你好 请问乘机发票怎么打印
18	边上的座位上锁
10	如何更改认证证件
18	预约座位多久有结果
18	怎样帮别人取消值机
0	为什么   不显示未来行程
11	为什么添加常客卡总是显示请求失败
10	麻烦客服更改账户信息，证件名称为刘玥，谢谢
18	你好，什么时间开始选座？
8	人工服务没有吗
10	如何认证
14	退票联系那里
18	APP上登记了身份证和护照，但是系统默认的是护照，值机时未注意，所以我取消了值机。可以重新值机吗？怎么在APP上将自动默认的护照改为身份证？谢谢！
13	网上值机如何托运行李？
18	无法为其他人值机
14	KN2267这趟航班我退票需要多少钱手续费
16	从国外回来乘坐国内的航班，值机的时候证件用身份证还是护照？
1	怎样查看已经兑换的口令
14	MU551有午饭吗
18	帮我取消HU7505的值机
0	怎么能查别人的航班信息
13	想问下，90g的防晒霜可以带上飞机，不托运么？
9	有用吗？
18	如何添加联系人
13	托运可以带洗漱用品么
10	认证不了怎么办
12	怎样订票
18	为什么我之前可以预约值机（选座），现在不可以了？
18	预约座位后还可以取消选座吗？
7	怎么下载电子行程单
17	机场大巴
18	可以大人先手机值机，儿童再去机场柜台办理值机吗
19	请问怎么知道自己的航站楼
18	儿童办理值机 怎么选同行人
18	我的手机值机 已经取消了嘛
9	你懂個屁
13	可以托运液体防晒霜之类的吗
14	飞机延误
18	只能选座三位吗？
14	转机时间跟到达不少于多少小时
18	我为什么不能预约值机
18	选座位看不到飞机翅膀
12	无法购买1630元的机票
3	好滴
18	我这边不可以选座，显示不是本人行程
14	里程兑换机票
10	我要更改认证人的身份证号码信息
18	你好怎么帮别人值机
14	什么叫open票啊
18	团队出国旅游，什么时候可以开始选座？
5	^在吗
13	国内旅行，航班托运行李中，能托运几瓶酒？
8	请问航旅纵横客服电话多少
8	怎么能联系到乘坐的航空公司？
18	为什么国际航班不能在航旅纵横上值机？每次都提示认证？
14	想要改签可以吗
13	经济舱可托运行李多少斤
12	有余票为什么订不了
14	以添加QQ群，多久能通过
4	我身份整丢了怎么才能取机票啊
7	这是我的登机牌，我想要机票发票，不知怎么办理？
18	电脑网上怎么值机
8	客服电话号码多少
13	植物油可以托运吗？
10	没有NFC功能验证不了身份证怎么办
14	系统错误
4	我值机的登机牌看不到怎么办
0	你好，我发现航线图不准确啊
13	托运行李价格多少
10	已申请，已认证的账号可以申请注销吗
13	厦门航空MF8571可以托运蜂蜜吗
0	最早可以查到多早的行程
18	值机选座，有的位置是上锁的
14	安检时间什么意思
18	常用联系人在哪里添加
18	为什么不能值机选座？
0	我想查一下2018年12月8日我乘坐的航班
18	座位信息在哪里
18	怎么为家人选座
8	有人工客服吗？
18	怎么在手机上选择位置呀
12	这个app在哪里买机票
8	客服电话是什么
18	怎么给别人选座位
1	兑换口令怎么找不到了？
14	请问一般什么时候可以值机啊？
10	认证的护照姓和名写反了怎么改
17	八十岁的老人可以坐飞机吗？
10	姓名和证件号不符怎么修改
14	提前多久到
18	儿童取消不了直机
14	您好 怎么改签
