text	label
但是航班延误太严重了，有事不能等，所以没有乘坐，怎么退票	14
怎么拿到发票	8
行李若超重了怎么算	19
关注列表里的航班没了	9
我只希望这个软件能完善些，我自己手动添加我还用这软件有什么用？，你们应该能给添加才好	5
怎么查询订单	9
没有取消座位的按钮	7
可以买票吗	1
你好，昨天已经值机，座位号为什么变更了	7
廉价飞机有免费行李托运吗？	19
发票问题	8
绵阳机场晚上关门吗	6
怎么托运	19
自动值机之后怎么取票？	3
请问从胡志明市到广州白云机场，托运一件行李不超5KG需要出拖运费吗？	19
预定儿童餐	14
到达目的地了，没有升舱，什么时候退款呢？	13
请问订票号码多少	1
我是9号凌晨40分从上海浦东机场起飞到布达佩斯航班什么时候可以手机值机选座	7
你好我有两个旅行箱一个背包可以免费托运吗	19
为什么我有的出行在行程中没有显示	9
行李多重托运	19
怎样选座	7
小孩子怎么认证	20
同行人值机数量限制	7
我用手机值机提示不能为非本人值机，但我是给我自己值机	7
我的认证一直是证件被占用	20
客服电话号码多少	11
护照添加不了	20
纵横航旅这上边不能预定机票吗？	1
但是我忘记了以前的账号和密码	20
行李托运电子发票	8
航旅纵横的电子登机牌去哪了？	3
国外航班不会显示吗	9
我现在要退票推不掉，是携程网订的，在航宇纵横上手机值机的	14
添加到钱包	3
为什么认证都失败了	20
值机不了	7
能帮我查到我是什么航空公司吗	15
为什么无法值机	7
你好 怎么取消值机	7
我能不能现在就选座位号	7
有客服电话吗？	11
行李托运购买	19
在航旅纵横上办理值机	7
实时选座如何添加同行人	7
申请取消6月17深圳到上海的厦航值机	7
在手机上值机后还能打印纸质登机牌吗	7
我还有3个未预约座位	7
我看到呼市到广州航班上有正餐，我想预订素餐，怎么订？	14
接机行程单	8
儿童证件	10
为什么我航班选不了座位？	7
我填好了内容啊，可是不让我选了座位呀。	7
要是一个人可以选位置吗	7
一个月的宝宝做飞机需要注意什么？	6
不能预约四川航空的国际航班值机吗	7
在手机上值机了，到机场就不用取票了吗？	7
航班起飞前多久可以办理值机	14
我的发票什么时候能收到？	8
为什么已显示值机状态，但又不能手机值机	7
证件格式错误	20
值机是随时都可以还是要在起飞前几天内	7
人工客服电话多少？	11
常用联系人的行程怎么查询	9
我时间来不及了，托运怎么办	14
我的连乘机票只打印出一张怎么办	7
取消值机 会咋样	7
我给同事选座位，手机号码输错怎样做更正	20
是怎么扫二维码过安检	7
客服电话多少号	11
不显示行程	9
办理了电子登机牌还能打印普通登机牌吗	3
自热米饭可以带上飞机或者托运吗	19
网上查机票姓名和身份证姓有误，怎么办	1
只能添加自己的行程吗？	9
如何改签机票	14
取消值机后可以接着选择吗	7
可以帮朋友出电子登机牌吗？	3
怎么选座	7
如何为同行伙伴选位	7
为什我的手机无法值机	7
在这可以定机票吗	1
国际航班不显示	9
在去哪网购买的机票，可以在机场打印行程单吗	8
怎么提前预约座位	7
航班拥挤度是什么意思	15
为啥预约值机三位之后，无法继续预约？谢谢	7
证件格式错误是为什么	20
怎么更改值机的人员信息	7
在不在	18
若延误，怎么得到延误险赔偿	14
国际机票补开乘机凭证	8
飞机上可以打开蓝牙吗	14
认证身份证和名字有误怎么办	20
通知的行程就代表机票购买成功了么？	1
我乘坐的俄罗斯航空 为什么不显示	9
手机提示开启个人保护，怎么回事	7
原始密码	20
为什么春秋航空的没有记录	9
回复太慢。QQ群是加不进去。	14
昨天到客服一直没有回复我，请问有电话号码？	11
怎么样取消值机	7
儿童怎么办理值机	7
我六月二十号西藏航空希望办理值机，怎么办不了	7
删除证件	20
当前客票不支持手机值机	7
轮椅租赁	6
怎么查到在早的记录	9
如何查询机票信息	1
预约选座 可以往返航班都选吗？还是只能先选去的航班	7
喷雾能托运么？	19
你好，我预约值机为什么被取消了	7
显示认证失败	20
添加行程要审核多久	9
到机场客服处租轮椅吗？	6
请问，航空托运上限是多少	19
航旅纵横能订机票吗？	1
可以帮别人值机吗	7
想要改签可以吗	14
误删了很多行程	9
值不了机	7
行李箱损坏怎么办	6
请问以前的行程能补登里程或者积分吗？	14
怎么查别人的座位呢	7
小孩无法添加为同行人怎么办？	7
你好 我想问下我的行程不是联程航班	1
MU2065行李托运限重	19
显示非本人行程不可值机	7
儿童不能预值机吗	7
领取登机牌后还可以使用电子登机牌嘛	3
升舱发票	13
那如果我想网上值机呢？	7
港澳通行证订票	10
如何添加国际行程	9
我添加别人，为何显示格式错误	20
加了qq	5
接送机专车发票开不了怎么办	12
儿童选座怎么选不了啊	7
飞机延误了2小时，可以晚点去安检吗？	14
怎样订票	1
预约选座取消	7
怎样打印纸质登机牌	3
你死了？	5
护照信息怎么更改	20
卡塔尔航空能查到吗	15
您好，我无法添加我的行程	9
你好，请问我在去哪儿网上订了机票，但是航旅纵横订单里面看不到呢	9
沈阳到泰州 行李托运怎么收费	19
国际航班不会在行程中显现出来？	9
航线图没有显示我最近的行程	9
我的客票号15位	7
接送机发票需要几个工作日开出？	12
为什么不能选座呀	7
化妆品可以托运么	19
一直收不到短信验证码	20
为什么一年前的行程没有记录	9
哪些证件可以乘坐飞机	10
怎么预选座位？	7
请问在哪里选座位	7
怎么办理报销凭证	8
投诉你！	5
托运两个行李箱，每一个9公斤。可以吗？	19
成都双流国际机场直飞普吉岛可以网上值机吗	7
小孩的滑板车能带上飞机吗？	19
选座位怎么选	7
行李托运，随身带上飞机有何要求？	19
您好 怎么改签	14
为为什么实名认证后没显示明天的行程？	9
为什么无法添加海航的会员卡	17
手机选座位在哪	7
我输入的护照姓名 认证后名字变了 怎么回事	20
充电宝能不能托运?	19
你好，同行人添加上可以不用选座了吗	7
怎么换座位	7
如果给儿童🧒买票	1
我选了座位了，没看到什么时候值机	7
可以提前值机亚洲航空的航班吗	7
6月19日川航什么时间可以订座	7
您好 电子发票怎么还不开啊	8
已经开启消息通知 可是没有短信提醒	9
你可以帮我值机吗？	7
仓位升级	13
客服电话是多少	11
我的座位被修改了？？？	7
怎样取消值机？	7
选座被取消了	7
托运可以带洗漱用品么	19
如何为同行人选座？	7
值机座位是否保留	7
怎样修改短信推送信息的手机号码	20
从哪选座位	7
如何查询本人能不能买飞机票	1
认证多少个人	7
怎么办理会员选座位	7
没有多段行程	9
为什么我选不了坐往	7
选座显示错误	7
别人绑定我身份证	20
火锅料可以托运吗	19
国外航空公司的行程可以查到吗	9
我在app上存了500元机场接送服务的预付费，请问是神州专车吗？	12
那我为什么只能选择3个	7
为何无法为他人值机	7
航旅纵横可以订票吗？	1
为什么不显示新的行程了	9
更改认证	20
可以值机多少次？	7
啥时值机	14
如何获取电子等离散	3
从哪里看飞行多高	14
我怎么选靠窗位置	7
请问东方航空国际航班不能为同行人选座？	7
同行人中无法添加香港居民	7
重庆T3投诉电话	6
我现在要几点之前到机场？	14
问下为什么我的国际票行程不显示了	9
我没有开保护	7
扩音器可以带上飞机吗	19
2011年前的行程没有？	9
我的航班取消了，但是我已经做了值机，无法取消	7
已值机还可以改座位吗	7
身份证不见了可以用护照登机吗	10
请问上海航空公司的航班可以在航旅纵横上选座吗？	7
打印发票	8
天河机场+临时身份证办理	10
我给别人的买的700块钱的机票，现在写的乘机人是我，又是未使用	1
为何6号机票已出，没短信通知呢	9
为什么我买了机票缺没有显示行程	9
可以升舱么？	13
为什么值机取消不了？	7
哪里选座	7
有早餐吗	14
如何给儿童选座	7
身份验证没有行程	9
查询订购的机票	1
如何让删除通行人信息	7
中联航KN2988R座 能够免费登记的行李重量	19
已经办理值机，但是二维码登机牌在哪里	3
如何添加更改常旅客	17
我想问问，为什么我们从三亚飞日本的机票查不到	9
预留座位不可改选	7
山东航空办理儿童值机	7
紧急出口选座	7
怎么样购买行李托运额	19
怎么没选座位了？	7
为什么不能选座	7
认证频繁提示被其他账号注册	20
保险	14
小孩怎么选座位	7
怎么不能拍照	14
儿童无成人陪同服务怎么办理或买票	1
提取行程	9
未来行程要多久才能查到	9
电子客票号怎么查	14
护肤品150ml 可以托运吗？	19
如何查看行程支持电子登机牌	3
一般出什么时候能出电子登机牌	3
我们在航空公司订的票为什么在航旅纵横上没收到任何信息呢	9
请问我是8号的飞机为什么现在还没有选座提示呢？谢谢！请回答	7
为什么说我非本人行程，不能选座呢？	7
我下午的航班找不到	9
怎样帮同行的人添加到航旅纵横来	7
川航机会升舱在什么位置操作	13
怎么认证	20
孕妇乘机规定	6
雷暴天气	14
西部航空行李限额是多少	19
长水机场临时身份证办理	10
选座按钮没有	7
你好，为什么证件号码一致，但是行程显示不出来	9
我想查查国内机票是否预订成功	9
怎么预定机上无线	14
变更账户证件信息	20
托运行李，可以使用电子登机牌吗？	3
怎么下载电子行程单	8
添加证件后，将要出行的计划为什么显示不了？	9
为什么选不了座	7
春秋航空公司的航班可以办理手机值机吗？	7
联程机票	0
怎样开具发票	8
找不到行程单号	8
预约值机为什么最多只能选三个？	7
好的	16
电动剃须刀能托运吗	19
给我办理一下取消值机	7
改签机票	14
第一次使用怎么选座位，没看到工具箱	7
我如何查看 我儿子的航班信息	9
我要选座位，能选两个人的吗	7
身份信息已被认证	20
绑定了证件没有未来航班	9
在哪里升仓啊？	13
儿童票不能值机	7
怎么选座位呢	7
为什么孩子值不了机啊	7
查看同行人电子登机牌	3
可以寄送行程单吗	8
身份证过期怎么办	10
怎么看已买的机票航班信息	9
我想问一下，在这里选座后，去办理托运拿登机牌的时候座位和我选的是一样的吗	7
可以查朋友的座位马	7
亲亲	18
电磁炉可以托运嘛	19
删除旧护照信息	20
13位电子客票无法提取行程	9
值机选座选了三个人，还有好多人还没选，怎么添加？	7
航班保护不能在线值机	7
选座位时，座位上带锁的是什么意思？	7
购买机票	1
如何多人选座	7
您好，我泰航的行程怎么显示不了。	9
请问西部航空客服电话多少？	11
你好，我想问一下为什么我值机值不了？	7
选坐位在哪里搞呀	7
暂时不能选座	7
有行李的可以网上值机吗	19
请问为什么我不能网上值机	7
如何退机票	14
为什么买的同一班飞机票，自己能在线值机其余的人就不行	7
帮忙查询一下预定座位号	7
我的证件要修改	20
如何取消个人乘机凭证的邮件接受功能？	8
查一下我的机票	9
我想找电子乘机牌在哪里能找到	3
为什么春秋航空不能值机	7
请问我明天的行程怎么不显示？	9
航旅纵横能不能购买机票	1
我的证件提交输入错误了 但是没找到地方删除	20
相关错误是等我把验证码输完之后，进入下一步，结果显示，我的行程处于保护状态，我的详情不能被我自己查看。	7
为什么办理值机显示手续不齐全	7
飞机机翼在什么部位？	7
客票号中有字母怎么不对？	14
请问昨天的机票能查询ma	1
无法手机值机 怎么办	7
最早可以查到多早的行程	9
给家人一起办理值机，为什么办不了	7
为啥现在不能在航旅纵横订票了	1
为什么没有电子客票号	14
我的行程不翼而飞了	9
能为别人办理值机吗？	7
行程单为何没有打印	8
申请了几遍群都没通过啊	14
你好，酒水托运	19
中转旅客要领取托运的行李再托运吗	14
什么时间可以选座	7
你好，请问怎么在你们平台上选择座位	7
无法显示我以前的里程	9
为什么不能添加同行人	7
延误险怎么赔付	14
这种情况怎么取消值机	7
西部航空客服电话多少	11
我没有定机票为什么出了一张票	9
如何将航旅纵横推荐给朋友	14
我不用QQ	5
如何知道是否联程机票	0
我的座位免费升为公务舱，发票是否显示为经济舱？	8
如何退改签	14
请问怎么改签	14
同行人选座	7
如何取消已值机航班	7
怎么选座？	7
先问一下怎么找不到订餐的窗口了？	14
你好   飞机托运充电宝三万毫安可以吗	19
pro怎么下载	14
我为什么查不到我明天出发的信息呢	9
怎么能联系到乘坐的航空公司？	11
航旅纵横为什么不能选座？	7
请问如何查询我的订票信息？	9
为什么没有机场泊车优惠	6
如何购买延误险	14
东西忘了拿，在飞机上	6
购买机票后多长时间可以查询到	1
是否补打行程单	8
国航飞往日本的航班怎么值机	7
飞机延误	14
请问我为何看不到自己的航班	9
国际航班延误赔付	14
如何查看照片	14
提供身份证号码可以查询航班吗？	9
航旅纵横卖机票吗？	1
办理临时身份证	10
手机不显示已定航班信息	9
航班取消 无法取消值机怎么办？	7
好的，知道了，谢谢您。	16
3U8295航班座位只有十多个小时了，咋还没有开放呢？	7
你好，我问一下，我绑定护照的时候显示英文名字和中文名字不符合，是什么原因。英文名字不就是中文的拼音吗？还需要加什么符号吗？	20
如果取消值机 会不会影响上飞机	7
怎么为儿童手机值机	7
人工客服电话	11
加拿大航空可以在这个app上年值机么？	7
怎么订票？	1
申请加群一天了，没反应。	14
你好！我咨询一下特价机票每人可以托运多少公斤，	19
我给儿童值机没法完成	7
注销账号	20
为什么我的英文版机票出行单上面没有电子客票号	14
我这次飞日本的航班为什么在我的足迹里面没有显示？	9
显示身份证已被用	20
为什么我设置显示英文名与中文名不一致	20
大连周水子机场临时身份证办理	10
发票怎么打	8
提前7天买票	1
FM9451昆明长水14点飞上海，机上有配餐吗？	14
国际航班托运规定	19
大理机场+临时身份证办理	10
验证码	20
你好，我已完成认证，怎么不能办理值机，点值机时为向又要求认证？	7
忘记帐号了	20
国航也不行	5
航班延误，如何取消值机	7
在吗	18
我买了一张新加坡去印度尼西亚的机票没显示	9
您好，我这个软件是给15岁的孩子下载的，他要去美国，为了出行方便，老师让下载的	6
值机时间	14
问下怎么开电子行程单	8
非本人无法值机	7
办理两个人的值机只有一个登机牌吗	3
我在手机上帮同行人值机选座，这次为啥添加不了呢？，	7
飞机上可以用手机听歌吗？	6
选坐取消	7
飞机航班号怎么查	9
怎么提前选座	7
当前课票暂不支持手机值机	7
设置自动发送乘机证明	8
手机怎么办不了值机？	7
你好，我没有定机票呀？	9
为啥我不能取消值机	7
为什么行程没有显示	9
您好麻烦问一下，怎么添加好友的信息	7
我们一起6个人	7
已选座位 如何取消	7
香港的机票怎么显示不了呀	9
我的行程怎么没有体现	9
国际航班能值机吗？	7
在哪开电子发票	8
28月小孩子无法手机网上预约值机！怎么处理	7
牙膏可以托运吗	19
机舱安全出口一般在多少号	7
怎样添加同行人	7
行程一直显示使用中	9
福州长乐国际机场＋临时身份证办理	10
你好，请问我为什么不能值机？	7
儿童购票政策怎样呢？	1
不到十一岁的儿童，需要带什么证件？	10
怎样才能知道我的护照是认证成功？	20
手机值机后还能托运吗？	19
不懂从哪里办理值机	7
如何添加同行儿童值机	7
飞机托运哪些东西不能带	19
是人工客服吗	11
怎样办理升舱？	13
如何领取失物？	6
TT663今天航班取消了吗？	14
不会回信息吗？	5
我现在因故误机了，如何取消原航班值机?	7
发票无法开具	8
支持认证多个人的证件那	20
客服人工电话是多少	11
超重	19
无免费托运行李额是什么意思	19
为什么别人可以值机，我的不能	7
打电话给我！18906015066	11
为什么我不能手机值机选座位	7
我的里程在哪存储呢	14
退票怎么办	14
从长沙去日本到上海转机，行李需要在上海再次托运吗	14
国航手机值机后怎么没有二维码值机牌	3
伤残证	6
怎么查询CA817航班动态就闪退	14
我怎么帮朋友值机	7
为什么看不到行程	9
我在支付宝定机票怎么没显示	9
先安检还是先托运	7
可以帮他人值机吗	7
我们出行有6个人，我只能选三个人值机选座	7
飞机上有没有无线	14
起飞前多久停止安检	14
如何手机选座	7
出票失败什么时候退钱	14
手机软件何时可以办理值机	7
名字错了 怎么办	20
办理托运需要加费用吗	19
学校手工锤子能办理托运吗？	19
可以买机票的吗	1
不小心删除行程，但是是忘记行程单了	9
做的什么界面 真难看 感觉一点都没有档次	5
提取2011之前的行程后为什么还不显示	9
如何帮别人查询预订信息	9
无法帮别人值机	7
选不了座怎么办	7
我本人没有乘坐飞机	9
我身份整丢了怎么才能取机票啊	3
为什么刚出行完毕的订单不显示	9
证件添加不了	20
去哪里值机	7
我值机的登机牌看不到怎么办	3
订单在哪里可以看？	9
我想问问宠物怎么托运	19
如何取得纸质行程单，用于报销	8
婴儿坐飞机需要注意事项	6
行李托运最晚什么时候	14
国际航班提前多少时间到机场	14
KN5911航班7月9号 有没有取消？	15
为什么不能手机值机呢？	7
为什么现实已开放值机 但确提取不到我的行程	7
往返机票在哪查	1
3张机票可以同时值机吗	7
航空公司电话号码	11
为什么选不了座位	7
怎么把帐号注销掉呢	20
晚了五分钟，不能值机了。	7
选座，有些座位加锁	7
手机值机无法取消	7
我只有2个同行人呀	7
另外原来登记的护照名字英文写错了	20
取消值机无法操作	7
请问电话客服是多少号吗	11
你好，去广州托运行李20公斤，对托运行李个数有作要求吗？	19
可以为四人一起选座吗	7
请问你们的客服电话是多少	11
添加同行人	7
办理过值机的话，是否可以取消？	7
我们一共4个人，已经给三个人选了座位还有一个怎么选	7
自己买行李额多少钱	19
境外行李托运限额	19
怎样查看机型座位图	7
改签查询	14
已办值机，怎样取消？	7
只有一段航班，为什么看不见我预约的情况了	7
托运限重多少？	19
怎么查看电子机票	3
怎么取消或修改已认证的证件	20
我在香港国泰航空定的机票在咱们行程里没有显示	9
替别人值机	7
取消手机值机	7
护照可以国内登机吗	10
您好，请把和我一起出差的同事牟德生的登机牌发给我一下，报销需要提供，谢谢	8
电子登机牌在哪里查看	3
如何帮其他人选座位	7
常用联系人在什么地方找	7
如何把选好的座位分享给其他人	3
防晒喷雾可以托运上飞机吗？	19
新版本为什么没有显示拥挤率灯信息	15
手机值机后，还有取登机牌吗	7
如何网上购买托运	19
值机预约记录	7
有没有祥鹏办理退票电话	14
怎样办理轮椅接送机？	6
办理不了值机	7
明天的飞机，为什么现在还选不了座位	7
半年内的航班没有导入	9
我怎样查看我前几天的机票行程	9
删除联系人	7
怎样导出个人乘机凭证？谢谢了	8
为啥有的座位锁着	7
28寸行李箱可以托运吗？	19
您好！为什么孩子不能和我们大人一起选座？	7
分享航旅纵横	14
在哪里可以查询自己的机票	9
怎么开发票	8
国际航班没有记录	9
请问，从美国回中国，托运2件行李的重量是多少？谢谢您	19
登机牌最早可以提前多久办理?	14
找不到座位号	7
小孩买票的规定	1
你好，国际航班这里显示不了吗	9
37  到45是机翼？	7
只知道身份证号，怎么查询是那个航班？	9
值机失败	7
我怎么不能手机值机	7
open票是怎么来的	14
怎么帮同行孩子值机	7
怎么和同程人一起选座	7
MU7780有免费托运行李么	19
pro查不到11年行程	9
怎么选座位	7
24日CA169查看手机值机为什么总显示连接超时，不能手机值机吗	14
托运违禁品	19
总是认证失败，说证件已被其他账号占领	20
在哪里添加同行人呢	7
可以查询他人行程吗？	9
取消座位的问题	7
一直认证不了	20
添加不了第三位同行旅客	7
机票得发票	8
东航值机好可以在自助机上打印登机牌吗	3
首次飞需要注意什么？	7
如何人工解答？	11
如何直接中转	0
怎样查看口令卡	4
我的航旅显示行程单以打印，	8
宠物托运	19
托运超重	19
不能在APP上买票吗	1
有没人工服务	11
为什么我办理不了手机值机了？	7
iphone，为什么把登机牌加入到卡包，会卡死	3
为什么查询到上限就查询不了了	14
床上四件套能不能带上飞机	19
再哪里选座	7
我是民航人，怎样认证成为航旅业内版？	20
中国联航行李限额	19
怎么订机票	1
我被莫名选了座位是怎么回事？	7
如何帮别人办理电子登机牌	3
我要手机值机说我自己开启了行程保护无法查看行程	7
知道了，谢谢。	16
乘完机如何开发票	8
我想问一下，通过姓名和身份证号能查询航班信息吗？	9
我选了四个人的值机	7
订票怎么定	1
非乘机人员给别人选座	7
我买的国际航班为什么航旅纵横无法显示	9
我怎样选座位	7
我现在为什么不能值机？	7
改密码	20
以乘坐航班为什么显示还是未使用？	9
你是个笨蛋	5
这个软件可以买票吗	1
请问春秋航空行程无法显示吗	9
只带出生证明可以吗	10
航班动态错误播报！！！！！	15
请问哪里可以选座	7
不能取消值机怎么办	7
怎样取消选座	7
今天孩子生日，坐飞机有惊喜吗	6
网上值机完可以直接登机吗	7
我儿童值机取消了，为什么大人还不行	7
任何选择座位号	7
怎么修改卡包东方航空会员密码	20
改联系人	7
能帮我查下订单出票没吗	9
你好，请问我可以在这里改签？	14
您好，我需要退下机票	14
怎么查询别人是否给我订票	9
从哪里选坐位	7
我的钱包在哪里可以找到	3
怎么取消值机	7
查询儿童旅程	9
办理延误证明	14
在哪里添加选座	7
如果超过免费托运额度	19
人工服务	11
您，我给别人办了值机，现在黑4别人取消不了	7
要如何订机票呢？	1
身份证过期	10
旅豆干什么用？	4
为什么，手机值机不了	7
常用联系人在哪里修改	7
嗨喽	18
预约选座可以比正常选座更快选到座位么	7
国内航班可以提前多久在手机上值机？	7
选座的页面在哪里找	7
加了QQ 没通过	14
你好，可以帮我看下机票有没有买成功吗？	1
国际航班怎么没有显示	9
机票如何选座	7
我想选座	7
什么叫正餐	14
请问橡皮泥可以带上飞机吗	19
怎么查我下载的版本是不是新的	14
你这就没意思了小横	5
飞机上看位置	7
请问如何选择国际航班的座位？	7
为什么不能购买机票	1
身份证丢了可以坐飞机吗	10
你好，我想打发票	8
怎么添加同行人	7
如何选择座位	7
身份证丢了，乘飞机怎么办	10
值机查询	7
怎么样看座位	7
怎么差不多行程单	8
取消个人乘机凭证	8
登机牌在哪里找	3
航线图没显示最近一个行程	9
我没有值机，为什么自动值机了呢	7
在哪个选项上定座位？	7
帮我注销账号	20
为什么不支持值机？	7
我已经买了机票了，怎么查行程单	8
值机在飞机起飞几天开始	7
值机后怎样获得纸质登机牌	3
您好 取消值机后 可以重新值机吗	7
航旅纵横只能查询不能购买机票吗？	1
您好，我明天的那班飞机，是包含了午餐吗？是不是有20kg免费托运的，行李箱托运，不自己携带	19
为什么不能办理值机？	7
电子值机要办理托运	19
无法查询订票信息	9
那你是干什么的？	5
出境购机票不用身份证或护照号吗	10
认证的护照姓和名写反了怎么改	20
9991956203992如何打印行程单	8
上个月的记录没有？	9
无法替家人选座	7
水果可以托运吗？	19
你好，如何取消值机？	7
因为值机没退，所以不能改啊	7
不准携带物品	19
没看到预约选座？	7
您好在呢么	18
值机记录没有了	9
成都航空支持儿童值机吗	7
怎么改不了座位了呢	7
我明天和后天的行程怎么不显示？	9
38K是机翼吗？	7
飞机座位靠窗	7
我要取消选座	7
托运狗狗多少钱	19
如何进入常用联系人	7
东航飞机无法添加通行人选座	7
Qq号不存在	14
为什么不能手机选座	7
电子行程单能发到邮箱嘛？	8
加不了	5
