label	content
值机详情-座位被预留	我未办理值机？为什么系统提示已值机？
登机流程	先安检还是先托运
行程-索要发票、行程单等	发票
其他	身份证是正确的
打招呼	你好
如何兑换积分	兑换里程
手机值机是否还需取票	网上值机成功还需要再办理值机吗
打招呼	在吗
有氧舱问题	如何申请有氧仓位
打招呼	你好
行李托运限额	托运行李重量限额多少
退票、改签	如何退机票
其他	头等舱行李托运
值机-值机选座失败	我国际航班没显示，没法值机
取消值机-如何取消值机	取消选座
行李中转	中转机场是否需要取行李
其他	人工
【隐私规则】查询他人行程	无法看到常用联系人航班信息
其他	升舱
其他	我已经选择座位了
打招呼	你好
其他	取消不了啊？怎么办
其他	客票查询
非本人行程无法值机	为什么我的值机显示不是本人行程？
如何为他人值机	可以帮别人选座位吗？
通用---咨询客服电话	客服电话
常用联系人的页面在哪里	常用联系人在哪里
其他	机票有成人和婴儿，直接预留成人可以么
【其他】怎么获得乘机证明	不显示乘机凭证
其他	我一共买了6个人的机票
值机-值机选座失败	为什么不能选座呀
其他	JU7438
通用---咨询客服电话	有电话吗
带物品登机	飞机上能不能带水果？
其他	Unerring
行李托运物品要求	托运可以带洗漱用品么
通用---咨询客服电话	人工客服
打招呼	你好
手机值机---为自己值机索引	手机选座位
打招呼	你好
行李限额	行李额
手机值机---为自己值机索引	如何选座啊
通用---咨询客服电话	人工服务
他人值机-部分航司儿童不支持办理	婴儿怎么值机
其他	小姐姐
行李超重	怎么样购买行李托运额
取消值机-如何取消值机	取消值机
其他	2005一一2014年国内的没有？
其他	显示未选座
如何查看行程	离线看航线
【提取】行程缺失-如何手添	我添加的行程为什么都没有通过
行程-索要发票、行程单等	报销
打招呼	在么
打招呼	你好
如何添加同行人	添加同行人
带物品登机	化妆品可以携带多少毫升
如何添加常用联系人	想添加孩子的信息 怎么添加啊
其他	eID
关于南航选座	cz6184为什么不能在手机上值机？
航班动态咨询---其他	6月16号东航MU5953次航班起飞了吗？
无法认证	为什么我的身份证认证不了
乘机证件相关_未成年人	儿童乘机证件
通用---咨询客服电话	人工服务
取消值机-如何取消值机	取消值机
通用---咨询客服电话	人工服务
行李托运限额	放行李箱托运可以吗
机票---预订机票	在航旅纵横可以买机票吗？
【提取】行程缺失-如何手添	没有任何凭证怎么添加行程
其他	麻烦通过一下
姓名-认证非本人	新手机号被注册
行李托运物品要求	笔记本电脑可以托运吗
值机-值机选座失败	为什么我这航班不能选座
取消值机-如何取消值机	怎么取消值机页面不显示
通用---咨询客服电话	人工客服
查询航班行李限额	你好！七月二号，南苑机场KN2201次航班 行李限额是多少
婴儿餐	怎么预定儿童套餐
行程-索要发票、行程单等	发票无法开具
航司电话	厦门航空公司电话
改签后未更新	票退了还会显示吗
其他	电话
值机详情-座位被预留	我没有操作过值机，系统怎么给我选定了座位？
结束语	哦，知道了
通用---咨询客服电话	客服电话是什么
通用---咨询客服电话	有没有人工客服啊
其他	托运需要签字马
行李限额	联航随身携带背包收费吗？
其他	儿童不能注册码
其他	如何开通电子身份证件照
通用---咨询客服电话	人工客服电话
取消值机-如何取消值机	取消值机
带物品登机	请问航拍无人机能带上飞机吗
【提取】行程缺失-如何手添	为什么没有我的行程？
其他	邮件地址
机场过夜问题	绵阳机场晚上关门吗
【其他】怎么获得乘机证明	怎样用航旅纵横打印机票票据
取消值机-如何取消值机	取消值机
登机、过检时间	提前多久到机场办手续
航司是否支持手机值机	请问是每个航空公司都可以值机吗。
其他	在航旅纵横的哪个页面有工具箱
登机、过检时间	托运时间
行程-索要发票、行程单等	行程单
机票---预订机票	任何渠道买票都可以选座位么
带物品登机	可以带蓝牙音箱吗
通用---咨询客服电话	航旅纵横客服电话
飞机上是否能连接蓝牙	飞机可以用蓝牙吗
其他	升舱
手机值机托运问题	网上值机后，行李箱怎么办
无法取消值机	无法取消他人值机
通用---咨询客服电话	你们的客服电话
其他	自己不能添加，必须由你们来修改
查询航班行李限额	福州航空行李托运收费标准是多少？
取消值机-如何取消值机	怎么取消值机？
通用---咨询客服电话	有在线客服嘛？
行李携带须知	托运行李注意事项
其他	延续
打招呼	你好
航线图未显示行程	为什么航旅纵横中有航班信息但是航线图不显示
其他	请问我帮别人值机，如果把他的身份证号输入错误了，还能正常办理值机吗？
航司是否支持手机值机	福州到香港的机票可以值机吗
机票---预订机票	为什么点击购票没反应？
如何补打登机牌	如何打印以前的登机牌
机场电话	机场电话
手机值机---为自己值机索引	选座功能在哪里
机票---预订机票	您好，机票如何付款
值机-同行人添加数量限制	我选了四个人的值机
其他	人工
值机-如何为同行人办理值机	可以由家人帮忙选座吗？
临时乘机证明办理	没带身份证是否可以办理登机
其他	Pro版
值机-如何为同行人办理值机	请问如何为同行旅客选座
其他	账号找回
行李托运限额	托运限重多少？
打招呼	你好
认证-注销账号	怎么注销
行李中转	请问怎么判断是否行李直挂
其他	我怎么样才能连我女儿的信息
取消值机-如何取消值机	取消我的值机
其他	你好，飞机前三排是头等舱吗？只有第四排以后可以选择经济舱座位吗？
行李限额	可以带多少行李上飞机
遗失物品	你好，我的行李丢在了三亚凤凰机场行李打包处，我想找回来。
机票---预订机票	怎么订票
通用---咨询客服电话	是人工客服吗
【提取】行程缺失-如何手添	为什么没有我出国的记录
机票---预订机票	怎么查询机票预订信息
打招呼	您好
结束语	谢谢！
其他	行李
带物品登机	带充电器刮胡刀能上飞机吗？
行程-索要发票、行程单等	怎么办行程单
值机-值机选座失败	Ca1321航班无法值机
结束语	谢谢
值机-值机选座失败	不能值机
其他	无法取消
打招呼	在吗
取消值机-非本人操作被变更座位	为什么改变我的值机座位
其他	找不到
姓名-认证非本人	这个不是本人的证件
取消值机-如何取消值机	航班取消，如何取消原有值机？
其他	存放
行李托运限额	你好，两个人同用一个行李箱，托运限量可以叠加吗
其他	托运
值机-同行人添加数量限制	我们一共4个人，已经给三个人选了座位还有一个怎么选
其他	低价票有什么限制吗？
打招呼	在吗
其他	人共服务
打招呼	你好
其他	人工
其他	怎么找人工？
其他	旧手机号的行程怎么累计到新手机号
取消值机-如何取消值机	如何取消值机
查询行李状态	查找行李
其他	没有原因
其他	人工
歧义-如何获取登机牌	怎么取票
他人值机-部分航司儿童不支持办理	儿童票不能值机
值机-值机选座失败	不能值机
航司是否支持手机值机	青岛航空可以手机值机吗
机场--如何查看机场雷达、交通、大屏、地图	机场雷达在哪里
其他	上传不成功
通用---咨询客服电话	人工客服
其他	客服
其他	昨天留言没回消息啊
航班保护中	选座时候显示行程保护
值机-值机选座失败	为什么不能值机
其他	为什么我的信息显示有异常？
取消值机-如何取消值机	取消值机
【隐私规则】查询他人行程	怎么查询别人的信息
其他	升舱
临时乘机证明办理	长水机场临时身份证办理
抱怨	会话失效
【提取】行程缺失-如何手添	你好别人帮我预订的票我怎么显示在航旅纵横上呢
其他	我五月26南阳飞广州的电子登机牌能不能发给我一下
打招呼	你好
取消值机-如何取消值机	我要取消选座
结束语	谢谢
其他	官网已经是值机状态，为什么你们软件不显示呢
打招呼	您好
打招呼	你好
他人值机-部分航司儿童不支持办理	请问10岁孩子怎么进行值机？
【隐私规则】查询他人行程	 可以用身份证查订单吗？
手机值机---为自己值机索引	请问如何选择国际航班的座位？
无法取消值机	取消值机无法操作
行李超重	航旅纵横怎么购买行李额
其他	朋友好，我问一下如何查行般号
如何为他人值机	为别人买机票怎么样在航旅纵横选坐
临时乘机证明办理	福州长乐国际机场＋临时身份证办理
其他	能我帮看下我未出行的车票吗？
其他	我已加入群。
通用---咨询客服电话	人工客服
打招呼	你好
其他	？
打招呼	您好
其他	总的才4人也没超过6人
手机值机---为自己值机索引	怎么选座位
其他	手机值机
乘机证件相关_未成年人	儿童做飞机要带什么证件
打招呼	你好
认证-如何认证	幫我認證護照
打招呼	你好在吗
打招呼	你好
其他	怎么操作
查询飞行记录	飞行记录
值机记录-查看自己、他人、同行人的座位	怎么查看之前选的位置？
其他	一一我不喜欢QQ，也不可能用QQ
添加新证件格式错误	为什么证件格式错误
其他	电子登机牌
航班动态-咨询是否可晚到机场	航班延误已发更改起飞时间，是按照原起飞时间去机场还是按照更改时间去
打招呼	你好
行程-索要发票、行程单等	托运行李后，发票在哪里打印
值机-值机选座失败	办理不了值机
其他	怎么查
其他	证件归属可以是2个人吗？
如何查询机票订单	已预订的机票哪里可查询？
其他	接送机服务相关的问题
通用---咨询客服电话	人工客服
证件-删除已添加证件	怎么删除旧证件
行程-索要发票、行程单等	发票怎么取
延误险	延误险
抱怨	还是不能解决问题啊
退票、改签	改签机票需要补差价嘛
带物品登机	护肤品可以带吗
手机值机---为自己值机索引	如何选座
机票---预订机票	多久前可以订机票
机场电话	机场电话
行程-索要发票、行程单等	发票
认证-如何认证	我之前另一个号绑定过身份证   然后那个号注销了  为什么现在用不了航旅纵横
行李托运限额	我的航班能否免费托运行李？
其他	九元航空
其他	下飞机到取完行李需要好久？
值机-如何为同行人办理值机	同行人值机办理
机票---预订机票	忘了怎么订机票了，已查询好航班，无法点开预订，怎么回事？
航班详情-拥挤度的意思	拥挤度
通用---咨询客服电话	人工客服
【隐私规则】行程提取时间	如何提取2009年行程
取消值机-非本人操作被变更座位	为什么我的座位被更换掉？
如何预约选座	现在能预约值机返程吗？
其他	具体
未显示国际行程	我的好几个国际行程没有显示
打招呼	在吗
通用---咨询客服电话	人工客服
行李限额	行李限额
行李托运物品要求	花露水可以托运吗
其他	飞行地图
其他	航班取消
抱怨	也不行
手机值机---为自己值机索引	怎么在线选座
值机记录-变更或取消他人的座位	如何取消别人的值机
行程-索要发票、行程单等	帮忙把5月份的行程单邮寄给我
机票---预订机票	我怎么在APP上买不了票呢
清真餐素餐	7月13日深圳去重庆的深航ZH9425需要申请一份素餐。谢谢
其他	行程不结束
行程-索要发票、行程单等	如何打印行程单
行程-索要发票、行程单等	机票得发票
他人值机-部分航司儿童不支持办理	儿童值机
如何查看行程	可以用护照号查询机票吗
其他	航旅字符口令
取消值机-如何取消值机	怎么取消值机
其他	办理里程卡
打招呼	人呢
带物品登机	上飞机能携带单瓶不超过100ml总量少于1000ml的液体吗
退票、改签	如何退改签
无法添加同行人	同行人没有+
如何添加常用联系人	添加常用联系人
老人乘机	80岁老人可以乘机吗
未显示国际行程	我订的国泰航空的机票怎么没有出现在行程中？
打招呼	在吗
乘机证件相关_身份证过期	身份证过期怎么办
行程-索要发票、行程单等	怎么拿发票
带物品登机	液体
其他	为什么反馈不了问题
打招呼	您好
行李携带限额	22寸行李箱需要托运吗
航司电话	东方航空公司服务电话
带物品登机	可以带水果吗
非本人行程无法值机	非本人行程 无法值机
值机-部分国际航班或廉价或入疆入藏的航空不支持	春秋航空公司的航班可以办理手机值机吗？
【提取】出现了非本人购票的航班	为什么我的航旅纵横有别人的航班提示？
其他	飞机卫生间怎么使用
值机详情-未开放选座、什么时间开放选座	什么时候可以手机选座位？
查询航班行李限额	MU7780有免费托运行李么
打招呼	你好
值机详情-未开放选座、什么时间开放选座	看不到选座这一项就是还没开放选座吧
其他	人
其他	换飞机
取消值机-如何取消值机	取消我的值机，我要改签！
其他	婴儿
其他	我要查找2017年的记录
其他	工具箱在哪里
带物品登机	水可以带吗
其他	人工
其他	我是说网上选座
其他	？？
如何办理升舱	怎样办理升舱？
其他	我值机为什么显示不是我本人的形成
如何获取电子登机牌	如何办理电子登机牌
通用---咨询客服电话	人工客服
行李超重	超重提前买
航班详情-拥挤度的意思	航班拥挤度是什么意思
预约选座失败	为什么我预定不了位置
其他	国际航班
行李托运物品要求	400毫升的乳液可以托运吗
通用---咨询客服电话	你们有没有客服电话
行李托运限额	每个人可以免费托运多少东西
带物品登机	携带液体
机票---预订机票	已经买票了
航司是否支持手机值机	东航支持电子值机吗
未显示国际行程	国际航班不会在行程中显现出来？
行李携带须知	什么不能托运
通用---咨询客服电话	人工客服
其他	删除好友
行李托运物品要求	国际航班阿胶糕可以托运吗
其他	护照英文名格式
行李限额	行李限制，禁带物品
添加新证件格式错误	认证时名字对，身份证号对，为什么说证件格式错误？
登机、过检时间	什么时候停止托运
行李限额	行李额度
其他	值机
取消值机-如何取消值机	怎么取消值机
其他	出票时间
行李携带须知	飞机托运哪些东西不能带
无法取消值机	我要取消值机，怎么操作不了呢
其他	座位信息
手机值机---为自己值机索引	如何选座
如何预约选座	提前选座
如何查看行程	联航如何查询行程
其他	西部航行吗
结束语	好的，谢谢
通用---咨询客服电话	你们的客服电话有没有？
取消值机-如何取消值机	我怎么取消值机
其他	怎么预约多人座位
带物品登机	一盒杨梅飞机能带吗？
账户信息-如何修改密码	怎么修改卡包东方航空会员密码
其他	充电宝限额多少
行程-索要发票、行程单等	如何邮寄行程单
登机、过检时间	起飞前多久停止检票
如何为他人值机	自己的账号可以帮别人选座吗？
登机、过检时间	可以提前几天值机？
其他	驾驶证可以吗
歧义-如何获取登机牌	如何办理机票快递？
退票、改签	退票
退票、改签	退票
其他	我的知音卡密码忘了，当时留的手机号变了，找回密码因手机巳变，用其他方式能找回吗？
临时乘机证明办理	身份证号掉了怎么坐飞机
认证-注销账号	你好想注销此账号
行李托运限额	托运对行李箱有啥要求
行李限额	飞机自带行李规定了带洗面奶等的数量吗？
查询航班行李限额	请问下周三，6月12日GS7898的航班，大的行李箱免费带吗？
打招呼	您好
其他	不懂
其他	值机就是选座
如何为他人值机	我能否帮他人选座
取消值机-如何取消值机	取消值机
值机名字不正确	资料认证姓名是对的，值机的姓名是错的，怎么办
无法添加护照	护照添加不了
值机-值机选座失败	为什么选不了座
如何查看行程	宁波飞澳门的航班怎么查询
其他	红土航空
打招呼	你好
其他	无法进入严格验证
航司电话	好的。怎样才能联系到航空公司？
其他	工具箱在那
行程-索要发票、行程单等	发票
值机-如何为同行人办理值机	我可以帮朋友选座或值机吗
其他	我想关注我家人的航班信息，可以么？
手机值机---为自己值机索引	办理选座在哪
值机-值机选座失败	为什么办不了手机值机
无法取消值机	没办法取消值机啊，好像是你们的系统出现故障了
【提取】行程缺失-如何手添	你好，别人帮我定的南方航空的机票我自己为什么查询不到
机票---预订机票	这个APP能买机票吗？
其他	为什么这么不准时，下次谁还敢乘福航
其他	选座不是你们给选的
预约选座失败	为什么我之前可以预约值机（选座），现在不可以了？
带物品登机	充电宝随身带还是随行李呢
其他	本人常客卡
手机值机---为自己值机索引	可以自己选座位吗
取消值机-非本人操作被变更座位	你好，昨天已经值机，座位号为什么变更了
通用---咨询客服电话	人工客服
接送机服务取消流程	飞机突然降到浦东，我要取消约车订单
其他	飞行模式
预约选座失败	我预约过了，不小心取消了，现在也预约不了了
登机、过检时间	HU7716什么时间开始值机
其他	取消的航班的电子值机牌，怎么显示
其他	选座
如何查看行程	儿童票在哪里查行程
通用---咨询客服电话	客服电话
pro版和普通版的区别	pro版区别
其他	飞行模式
抱怨	出你媽
【其他】怎么取消自动发送乘机证明	取消个人乘机凭证邮件
其他	常用
行李托运限额	你好我有两个旅行箱一个背包可以免费托运吗
证件---修改证件	我的账户绑定错了，怎么修改
打招呼	你好
其他	工具箱
其他	联系机组人员
常用联系人的页面在哪里	如何找到常用联系人
其他	显示已值机但未领取登机牌
结束语	好的
其他	为什么下截后无法使用，被其他人窃用
航班群	同航班群
其他	人工电话
带物品登机	国际航班随身携带行李可以带洗发水吗
其他	前序航班延误怎么处理
其他	出入境规定
其他	如果选择手机值机，行李怎么办
认证-如何认证	如何添加护照
带物品登机	化妆水可以带上飞机吗？
其他	eld二代身份证怎验证很久都验证不了？
其他	酷航
通用---咨询客服电话	人工客服
行李托运物品要求	怎么向航空公司申请托运宠物
儿童如何用电子登机牌	我的和我朋友带小孩的都已经选起了，就我家小孩的选不了，是什么原因
机票---预订机票	要如何订机票呢？
其他	没有购买的界面
其他	如何联系客票代理
如何为他人值机	为不同仓位他人选座。如何操作？
值机-值机选座失败	你好，我已完成认证，怎么不能办理值机，点值机时为向又要求认证？
其他	兑换码
如何查看行程	请问如何查询我的订票信息？
带物品登机	湿巾能带吗
通用---咨询客服电话	客服电话
机票---预订机票	买票
歧义-如何获取登机牌	如何打印机票
打招呼	您好
接送机---如何申请接送机发票	需要出租车发票
他人值机-部分航司儿童不支持办理	请问父母能帮11岁孩子在手机上办理国际航班的值机吗？
乘机证件相关_未成年人	14岁的小孩子，没有身份证，怎么办机票？
通用---咨询客服电话	有电话客服吗
其他	未来航班
预约选座-提示不能重复预约	为什么我帮别人值机提示请不要重复预约
手机值机---为自己值机索引	手机选座位在哪里？
行李限额	可以带上飞机的行李重量
结束语	谢谢！
打招呼	在不
其他	行李托运
航司投诉	行李事故索赔
通用---咨询客服电话	你们客服电话多少
取消值机-如何取消值机	如何取消值机
其他	乘机证件
值机记录-变更或取消他人的座位	帮别人取消座位
其他	春秋航空
【提取】出现了非本人购票的航班	你好，我没有定机票呀？
其他	关注不了航班
其他	为什么我选坐自动升成
【隐私规则】查询他人行程	能查别人的购票记录吗？
如何为他人值机	怎么帮助他人办理值机
如何查看行程	如何查询国际航班
【提取】行程缺失-如何手添	我订完机票但是纵横没有显示？
机票---预订机票	我能通过此APP预订机票吗？
其他	上机行李
通用---咨询客服电话	人工客服
证件-删除已添加证件	我要删除旧护照，以便添加新护照，该怎么办？
带物品登机	上飞机能带洗面奶吗
带物品登机	雨伞如果放在行李箱里需要拿出来安检吗？
订餐	午餐
机票---预订机票	怎么预订国际航班
【隐私规则】行程提取时间	怎么查到在早的记录
抱怨	没定机票咨询各屁呀？
打招呼	你好
通用---咨询客服电话	人工服务又没有电话
其他	客票验证
其他	版本已经是最新版本了
手机值机---为自己值机索引	怎么选座
其他	手动添加
订餐	先问一下怎么找不到订餐的窗口了？
其他	值机
其他	手机开机
其他	办理托运
其他	我已经值机了
预约值机-关于预约选座是否靠谱的疑问	预约值机什么时候成功
取消值机-如何取消值机	如何取消已值机航班
机票---预订机票	机票无法预订？
他人值机-部分航司儿童不支持办理	小孩子如何值机
打招呼	你好
取消值机后是否可以重新值机	取消值机后能重新选座吗
机场是否支持电子登机牌	珠海金湾机场可以用电子登机牌吗？
航班动态-咨询是否可晚到机场	得知飞机延误事可以晚到机场的？
如何查看行程	怎么查看出港航班
通用---咨询客服电话	有客服电话吗
失物招领	失物招领
他人值机-部分航司儿童不支持办理	儿童怎么没办法值机
行程-索要发票、行程单等	发票
他人值机-部分航司儿童不支持办理	儿童怎么值机
值机记录-查看自己、他人、同行人的座位	怎么查询其他人位置
其他	人工
带物品登机	洗漱用品可以带飞机么
值机-值机选座失败	不支持值机
如何获取电子登机牌	电子登机牌二维码从哪获取
其他	人工
其他	账号忘了
通用---咨询客服电话	在线客服
其他	账户信息页在哪里？
非本人行程无法值机	为啥直接显示非本人行程无法直接
【提取】行程缺失-如何手添	行程添加
如何办理升舱	怎么升舱
其他	我的卡包里的各个航空公司的积分卡里的积分为什么都是零？积分不能自动累计吗？
询问机翼、靠窗位置	飞机座位靠窗
【其他】怎么获得乘机证明	请问乘机凭证为啥邮件不发了呀？
如何获取电子登机牌	一般出什么时候能出电子登机牌
其他	如何进入航旅纵横邮箱界面呢？
【隐私规则】查看某航班是否购买成功	查询有没有订好机票
如何获取电子登机牌	已经在官网办了值机，能在航旅纵横上下载二维码登机牌吗？
取消值机-如何取消值机	怎么取消值机
其他	账户信息在哪儿
如何为他人值机	帮别人值机
值机-值机选座失败	为啥有时不能值机？
其他	显示过期
手机值机---为自己值机索引	如何选座位
其他	人工
其他	100Wh的充电宝是不是10000毫安?
值机详情-座位被预留	我想取消预留座位
如何添加好友	您好麻烦问一下，怎么添加好友的信息
值机-同行人添加数量限制	预约值机为什么最多只能选三个？
其他	信息验证失败
退票、改签	退票怎么退
值机-如何为同行人办理值机	可以为不是同行的人办理值机吗
延误险	如何购买航班意外险或者航班延误险
抱怨	能不能解决问题？？？
打招呼	您好
其他	你们app里订的专车
带物品登机	液体可以带多少
值机详情-如何删除常用联系人	如何删除常用联系人
其他	ELD开通失败
带物品登机	可以带两个充电宝吗
机票---票价、余票提醒	查机票价钱
证件-删除已添加证件	身份证认证了怎么删除？
带物品登机	你好，国内民航最多能带几瓶酒？
取消值机-非本人操作被变更座位	我的座位被修改了？？？
【提取】行程缺失-如何手添	有些行程没有显示
打招呼	在吗
行程没有短信提醒	为何6号机票已出，没短信通知呢
其他	已结束的旅程
值机-值机选座失败	同行人跟我是同舱位同行班，为什么选不了座位呢？
机场是否支持电子登机牌	咸阳机场能不能用电子登机牌
其他	银卡
手机值机---为自己值机索引	国航飞往日本的航班怎么值机
无法认证	您好，我的身份认证一直做不了
值机记录-变更或取消他人的座位	如何取消朋友的值机？
证件-无法添加新证件	新证件无法添加，显示名称不一致
