label	content
查询航班行李限额	你好！七月二号，南苑机场KN2201次航班 行李限额是多少
婴儿餐	怎么预定儿童套餐
行程-索要发票、行程单等	发票无法开具
航司电话	厦门航空公司电话
改签后未更新	票退了还会显示吗
值机详情-座位被预留	我没有操作过值机，系统怎么给我选定了座位？
结束语	哦，知道了
通用---咨询客服电话	客服电话是什么
通用---咨询客服电话	有没有人工客服啊
通用---咨询客服电话	人工客服电话
取消值机-如何取消值机	取消值机
【提取】行程缺失-如何手添	为什么没有我的行程？
机场过夜问题	绵阳机场晚上关门吗
【其他】怎么获得乘机证明	怎样用航旅纵横打印机票票据
取消值机-如何取消值机	取消值机
登机、过检时间	提前多久到机场办手续
航司是否支持手机值机	请问是每个航空公司都可以值机吗。
登机、过检时间	托运时间
行程-索要发票、行程单等	行程单
机票---预订机票	任何渠道买票都可以选座位么
通用---咨询客服电话	航旅纵横客服电话
飞机上是否能连接蓝牙	飞机可以用蓝牙吗
手机值机托运问题	网上值机后，行李箱怎么办
无法取消值机	无法取消他人值机
通用---咨询客服电话	你们的客服电话
查询航班行李限额	福州航空行李托运收费标准是多少？
取消值机-如何取消值机	怎么取消值机？
通用---咨询客服电话	有在线客服嘛？
行李携带须知	托运行李注意事项
打招呼	你好
航线图未显示行程	为什么航旅纵横中有航班信息但是航线图不显示
航司是否支持手机值机	福州到香港的机票可以值机吗
机票---预订机票	为什么点击购票没反应？
如何补打登机牌	如何打印以前的登机牌
机场电话	机场电话
手机值机---为自己值机索引	选座功能在哪里
机票---预订机票	您好，机票如何付款
值机-同行人添加数量限制	我选了四个人的值机
值机-如何为同行人办理值机	可以由家人帮忙选座吗？
临时乘机证明办理	没带身份证是否可以办理登机
值机-如何为同行人办理值机	请问如何为同行旅客选座
行李托运限额	托运限重多少？
打招呼	你好
认证-注销账号	怎么注销
行李中转	请问怎么判断是否行李直挂
取消值机-如何取消值机	取消我的值机
机票---预订机票	怎么订票
通用---咨询客服电话	是人工客服吗
【提取】行程缺失-如何手添	为什么没有我出国的记录
机票---预订机票	怎么查询机票预订信息
打招呼	您好
结束语	谢谢！
行程-索要发票、行程单等	怎么办行程单
值机-值机选座失败	Ca1321航班无法值机
结束语	谢谢
值机-值机选座失败	不能值机
打招呼	在吗
取消值机-非本人操作被变更座位	为什么改变我的值机座位
姓名-认证非本人	这个不是本人的证件
取消值机-如何取消值机	航班取消，如何取消原有值机？
行李托运限额	你好，两个人同用一个行李箱，托运限量可以叠加吗
值机-同行人添加数量限制	我们一共4个人，已经给三个人选了座位还有一个怎么选
打招呼	在吗
打招呼	你好
取消值机-如何取消值机	如何取消值机
查询行李状态	查找行李
歧义-如何获取登机牌	怎么取票
他人值机-部分航司儿童不支持办理	儿童票不能值机
值机-值机选座失败	不能值机
航司是否支持手机值机	青岛航空可以手机值机吗
机场--如何查看机场雷达、交通、大屏、地图	机场雷达在哪里
通用---咨询客服电话	人工客服
航班保护中	选座时候显示行程保护
值机-值机选座失败	为什么不能值机
取消值机-如何取消值机	取消值机
【隐私规则】查询他人行程	怎么查询别人的信息
临时乘机证明办理	长水机场临时身份证办理
抱怨	会话失效
【提取】行程缺失-如何手添	你好别人帮我预订的票我怎么显示在航旅纵横上呢
打招呼	你好
取消值机-如何取消值机	我要取消选座
结束语	谢谢
打招呼	您好
打招呼	你好
他人值机-部分航司儿童不支持办理	请问10岁孩子怎么进行值机？
【隐私规则】查询他人行程	 可以用身份证查订单吗？
手机值机---为自己值机索引	请问如何选择国际航班的座位？
无法取消值机	取消值机无法操作
行李超重	航旅纵横怎么购买行李额
如何为他人值机	为别人买机票怎么样在航旅纵横选坐
临时乘机证明办理	福州长乐国际机场＋临时身份证办理
通用---咨询客服电话	人工客服
打招呼	你好
打招呼	您好
手机值机---为自己值机索引	怎么选座位
乘机证件相关_未成年人	儿童做飞机要带什么证件
打招呼	你好
认证-如何认证	幫我認證護照
打招呼	你好在吗
打招呼	你好
查询飞行记录	飞行记录
值机记录-查看自己、他人、同行人的座位	怎么查看之前选的位置？
添加新证件格式错误	为什么证件格式错误
航班动态-咨询是否可晚到机场	航班延误已发更改起飞时间，是按照原起飞时间去机场还是按照更改时间去
打招呼	你好
行程-索要发票、行程单等	托运行李后，发票在哪里打印
值机-值机选座失败	办理不了值机
如何查询机票订单	已预订的机票哪里可查询？
通用---咨询客服电话	人工客服
证件-删除已添加证件	怎么删除旧证件
行程-索要发票、行程单等	发票怎么取
延误险	延误险
抱怨	还是不能解决问题啊
退票、改签	改签机票需要补差价嘛
手机值机---为自己值机索引	如何选座
机票---预订机票	多久前可以订机票
机场电话	机场电话
行程-索要发票、行程单等	发票
认证-如何认证	我之前另一个号绑定过身份证   然后那个号注销了  为什么现在用不了航旅纵横
行李托运限额	我的航班能否免费托运行李？
值机-如何为同行人办理值机	同行人值机办理
机票---预订机票	忘了怎么订机票了，已查询好航班，无法点开预订，怎么回事？
航班详情-拥挤度的意思	拥挤度
通用---咨询客服电话	人工客服
【隐私规则】行程提取时间	如何提取2009年行程
取消值机-非本人操作被变更座位	为什么我的座位被更换掉？
如何预约选座	现在能预约值机返程吗？
未显示国际行程	我的好几个国际行程没有显示
打招呼	在吗
通用---咨询客服电话	人工客服
行李托运物品要求	花露水可以托运吗
抱怨	也不行
手机值机---为自己值机索引	怎么在线选座
值机记录-变更或取消他人的座位	如何取消别人的值机
行程-索要发票、行程单等	帮忙把5月份的行程单邮寄给我
机票---预订机票	我怎么在APP上买不了票呢
清真餐素餐	7月13日深圳去重庆的深航ZH9425需要申请一份素餐。谢谢
行程-索要发票、行程单等	如何打印行程单
行程-索要发票、行程单等	机票得发票
他人值机-部分航司儿童不支持办理	儿童值机
如何查看行程	可以用护照号查询机票吗
取消值机-如何取消值机	怎么取消值机
打招呼	人呢
退票、改签	如何退改签
无法添加同行人	同行人没有+
如何添加常用联系人	添加常用联系人
老人乘机	80岁老人可以乘机吗
未显示国际行程	我订的国泰航空的机票怎么没有出现在行程中？
打招呼	在吗
乘机证件相关_身份证过期	身份证过期怎么办
行程-索要发票、行程单等	怎么拿发票
打招呼	您好
行李携带限额	22寸行李箱需要托运吗
航司电话	东方航空公司服务电话
非本人行程无法值机	非本人行程 无法值机
值机-部分国际航班或廉价或入疆入藏的航空不支持	春秋航空公司的航班可以办理手机值机吗？
【提取】出现了非本人购票的航班	为什么我的航旅纵横有别人的航班提示？
值机详情-未开放选座、什么时间开放选座	什么时候可以手机选座位？
查询航班行李限额	MU7780有免费托运行李么
打招呼	你好
值机详情-未开放选座、什么时间开放选座	看不到选座这一项就是还没开放选座吧
取消值机-如何取消值机	取消我的值机，我要改签！
如何办理升舱	怎样办理升舱？
如何获取电子登机牌	如何办理电子登机牌
通用---咨询客服电话	人工客服
行李超重	超重提前买
航班详情-拥挤度的意思	航班拥挤度是什么意思
预约选座失败	为什么我预定不了位置
行李托运物品要求	400毫升的乳液可以托运吗
通用---咨询客服电话	你们有没有客服电话
行李托运限额	每个人可以免费托运多少东西
机票---预订机票	已经买票了
航司是否支持手机值机	东航支持电子值机吗
未显示国际行程	国际航班不会在行程中显现出来？
行李携带须知	什么不能托运
通用---咨询客服电话	人工客服
行李托运物品要求	国际航班阿胶糕可以托运吗
添加新证件格式错误	认证时名字对，身份证号对，为什么说证件格式错误？
登机、过检时间	什么时候停止托运
取消值机-如何取消值机	怎么取消值机
行李携带须知	飞机托运哪些东西不能带
无法取消值机	我要取消值机，怎么操作不了呢
手机值机---为自己值机索引	如何选座
如何预约选座	提前选座
如何查看行程	联航如何查询行程
结束语	好的，谢谢
通用---咨询客服电话	你们的客服电话有没有？
取消值机-如何取消值机	我怎么取消值机
账户信息-如何修改密码	怎么修改卡包东方航空会员密码
行程-索要发票、行程单等	如何邮寄行程单
登机、过检时间	起飞前多久停止检票
如何为他人值机	自己的账号可以帮别人选座吗？
登机、过检时间	可以提前几天值机？
歧义-如何获取登机牌	如何办理机票快递？
退票、改签	退票
退票、改签	退票
临时乘机证明办理	身份证号掉了怎么坐飞机
认证-注销账号	你好想注销此账号
行李托运限额	托运对行李箱有啥要求
查询航班行李限额	请问下周三，6月12日GS7898的航班，大的行李箱免费带吗？
打招呼	您好
如何为他人值机	我能否帮他人选座
取消值机-如何取消值机	取消值机
值机名字不正确	资料认证姓名是对的，值机的姓名是错的，怎么办
无法添加护照	护照添加不了
值机-值机选座失败	为什么选不了座
如何查看行程	宁波飞澳门的航班怎么查询
打招呼	你好
航司电话	好的。怎样才能联系到航空公司？
行程-索要发票、行程单等	发票
值机-如何为同行人办理值机	我可以帮朋友选座或值机吗
手机值机---为自己值机索引	办理选座在哪
值机-值机选座失败	为什么办不了手机值机
无法取消值机	没办法取消值机啊，好像是你们的系统出现故障了
【提取】行程缺失-如何手添	你好，别人帮我定的南方航空的机票我自己为什么查询不到
机票---预订机票	这个APP能买机票吗？
预约选座失败	为什么我之前可以预约值机（选座），现在不可以了？
手机值机---为自己值机索引	可以自己选座位吗
取消值机-非本人操作被变更座位	你好，昨天已经值机，座位号为什么变更了
通用---咨询客服电话	人工客服
接送机服务取消流程	飞机突然降到浦东，我要取消约车订单
预约选座失败	我预约过了，不小心取消了，现在也预约不了了
登机、过检时间	HU7716什么时间开始值机
如何查看行程	儿童票在哪里查行程
通用---咨询客服电话	客服电话
pro版和普通版的区别	pro版区别
抱怨	出你媽
【其他】怎么取消自动发送乘机证明	取消个人乘机凭证邮件
行李托运限额	你好我有两个旅行箱一个背包可以免费托运吗
证件---修改证件	我的账户绑定错了，怎么修改
打招呼	你好
常用联系人的页面在哪里	如何找到常用联系人
结束语	好的
航班群	同航班群
认证-如何认证	如何添加护照
通用---咨询客服电话	人工客服
行李托运物品要求	怎么向航空公司申请托运宠物
儿童如何用电子登机牌	我的和我朋友带小孩的都已经选起了，就我家小孩的选不了，是什么原因
机票---预订机票	要如何订机票呢？
如何为他人值机	为不同仓位他人选座。如何操作？
值机-值机选座失败	你好，我已完成认证，怎么不能办理值机，点值机时为向又要求认证？
如何查看行程	请问如何查询我的订票信息？
通用---咨询客服电话	客服电话
机票---预订机票	买票
歧义-如何获取登机牌	如何打印机票
打招呼	您好
接送机---如何申请接送机发票	需要出租车发票
他人值机-部分航司儿童不支持办理	请问父母能帮11岁孩子在手机上办理国际航班的值机吗？
乘机证件相关_未成年人	14岁的小孩子，没有身份证，怎么办机票？
通用---咨询客服电话	有电话客服吗
预约选座-提示不能重复预约	为什么我帮别人值机提示请不要重复预约
手机值机---为自己值机索引	手机选座位在哪里？
结束语	谢谢！
打招呼	在不
航司投诉	行李事故索赔
通用---咨询客服电话	你们客服电话多少
取消值机-如何取消值机	如何取消值机
值机记录-变更或取消他人的座位	帮别人取消座位
【提取】出现了非本人购票的航班	你好，我没有定机票呀？
【隐私规则】查询他人行程	能查别人的购票记录吗？
如何为他人值机	怎么帮助他人办理值机
如何查看行程	如何查询国际航班
【提取】行程缺失-如何手添	我订完机票但是纵横没有显示？
机票---预订机票	我能通过此APP预订机票吗？
通用---咨询客服电话	人工客服
证件-删除已添加证件	我要删除旧护照，以便添加新护照，该怎么办？
订餐	午餐
机票---预订机票	怎么预订国际航班
【隐私规则】行程提取时间	怎么查到在早的记录
抱怨	没定机票咨询各屁呀？
打招呼	你好
通用---咨询客服电话	人工服务又没有电话
手机值机---为自己值机索引	怎么选座
订餐	先问一下怎么找不到订餐的窗口了？
预约值机-关于预约选座是否靠谱的疑问	预约值机什么时候成功
取消值机-如何取消值机	如何取消已值机航班
机票---预订机票	机票无法预订？
他人值机-部分航司儿童不支持办理	小孩子如何值机
打招呼	你好
取消值机后是否可以重新值机	取消值机后能重新选座吗
机场是否支持电子登机牌	珠海金湾机场可以用电子登机牌吗？
航班动态-咨询是否可晚到机场	得知飞机延误事可以晚到机场的？
如何查看行程	怎么查看出港航班
通用---咨询客服电话	有客服电话吗
失物招领	失物招领
他人值机-部分航司儿童不支持办理	儿童怎么没办法值机
行程-索要发票、行程单等	发票
他人值机-部分航司儿童不支持办理	儿童怎么值机
值机记录-查看自己、他人、同行人的座位	怎么查询其他人位置
值机-值机选座失败	不支持值机
如何获取电子登机牌	电子登机牌二维码从哪获取
通用---咨询客服电话	在线客服
非本人行程无法值机	为啥直接显示非本人行程无法直接
【提取】行程缺失-如何手添	行程添加
如何办理升舱	怎么升舱
询问机翼、靠窗位置	飞机座位靠窗
【其他】怎么获得乘机证明	请问乘机凭证为啥邮件不发了呀？
如何获取电子登机牌	一般出什么时候能出电子登机牌
【隐私规则】查看某航班是否购买成功	查询有没有订好机票
如何获取电子登机牌	已经在官网办了值机，能在航旅纵横上下载二维码登机牌吗？
取消值机-如何取消值机	怎么取消值机
如何为他人值机	帮别人值机
值机-值机选座失败	为啥有时不能值机？
手机值机---为自己值机索引	如何选座位
值机详情-座位被预留	我想取消预留座位
如何添加好友	您好麻烦问一下，怎么添加好友的信息
值机-同行人添加数量限制	预约值机为什么最多只能选三个？
退票、改签	退票怎么退
值机-如何为同行人办理值机	可以为不是同行的人办理值机吗
延误险	如何购买航班意外险或者航班延误险
抱怨	能不能解决问题？？？
打招呼	您好
值机详情-如何删除常用联系人	如何删除常用联系人
机票---票价、余票提醒	查机票价钱
证件-删除已添加证件	身份证认证了怎么删除？
取消值机-非本人操作被变更座位	我的座位被修改了？？？
【提取】行程缺失-如何手添	有些行程没有显示
打招呼	在吗
行程没有短信提醒	为何6号机票已出，没短信通知呢
值机-值机选座失败	同行人跟我是同舱位同行班，为什么选不了座位呢？
机场是否支持电子登机牌	咸阳机场能不能用电子登机牌
手机值机---为自己值机索引	国航飞往日本的航班怎么值机
无法认证	您好，我的身份认证一直做不了
值机记录-变更或取消他人的座位	如何取消朋友的值机？
证件-无法添加新证件	新证件无法添加，显示名称不一致
通用---咨询客服电话	人工服务
如何获取电子客票号	如何获取电子客票号
行程-索要发票、行程单等	行程单怎么在这个软件上打印
pro版下载	Pro版本如何下载
他人值机-2天内无可办理的行程	为什么手机值机一直显示未找到行程
手机值机---为自己值机索引	如何选座
值机-如何为同行人办理值机	怎么为同伴值机
手机值机托运问题	需要托运行李的能手机值机吗
通用---咨询客服电话	有没有人工服务啊！
值机-值机选座失败	怎么不可以呀选座位
【提取】出现了非本人购票的航班	出现非本人行程是什么意思
抱怨	加了qq
机场--如何查看机场雷达、交通、大屏、地图	机场雷达怎么开通，开通需要付费么
通用---咨询客服电话	有电话可以打吗客服
航班保护中	保护状态
清真餐素餐	你好！我是吃素的，请麻烦给我订一份素食！
婴儿乘机	婴儿乘机
打招呼	你好
行李托运限额	托运行李免费额度
通用---咨询客服电话	人工客服
【提取】行程缺失-如何手添	添加行程
打招呼	在吗
未显示国际行程	为什么我没有全日空的行程
证件---修改证件	改身份证怎么改
取消值机后是否可以重新值机	我昨天取消了之前选好的飞机座位。今天还可以重新再选一次座位吗？
婴儿乘机	婴儿票
行李托运限额	行李托运，随身带上飞机有何要求？
机票---预订机票	我在购买机票的同时没有购买意外险
通用---咨询客服电话	人工客服
机场电话	机场电话
【提取】行程缺失-如何手添	没有历史乘坐航班记录
行程无法添加	外航的行程不能添加吗？
取消值机-如何取消值机	取消值机
通用---咨询客服电话	人工客服
行程-索要发票、行程单等	差额发票可以补吗？
【提取】行程缺失-如何手添	为什么我的行程看不到
值机-值机选座失败	无法值机
他人值机-部分航司儿童不支持办理	问下儿童的值机怎么弄？
携带物品要求	请问橡皮泥可以带上飞机吗
取消值机-如何为自己变更座位	如何调整已选座位
通用---咨询客服电话	转人工
手机值机---为自己值机索引	怎么在线选座
通用---咨询客服电话	客服电话
登机、过检时间	可以提前办理机票吗
行李托运物品要求	可乐可以托运吗
打招呼	你好
通用---咨询客服电话	你们客服电话多少，我找你们有个事情
【隐私规则】行程提取时间	一年前的行程记录查询
具体开放哪些座位	紧急出口座位怎么才能手机选座
机场有吸烟区吗	请问T3机场里面是否有吸烟室
姓名-认证非本人	显示身份证已被用
打招呼	在？
机场电话	双流机场电话
认证-注销账号	怎么注销？
值机-值机选座失败	手机怎么办不了值机？
航班详情-拥挤度的意思	航班拥挤度
【提取】行程缺失-如何手添	历史关注的航班信息没有了
取消值机-如何取消值机	胡文林的机票怎么取消值机
【隐私规则】查询他人行程	可以查其他人的航班吗
证件---修改证件	你好，我的护照换发以后要登记新的护照号
临时乘机证明办理	机场能办临时身份证吗
值机-值机选座失败	为什么我不能值机
值机-值机选座失败	怎么手机上我选不了座位
乘机证件相关_成年人	你好，购买机票是用台湾通行证，办理手机值机时只有护照和港澳通行证选项，请问要如何选择填写证件？
如何查看行程	忘记航班，能查一下吗
乘机证件相关_成年人	无身份证 乘机
值机-值机选座失败	为什么我选座时显示非本人航班？
登机、过检时间	提前多久到
退票、改签	因飞机延误我要退票怎么解决
歧义-如何获取登机牌	如何帮我领登机牌
行程-索要发票、行程单等	我的机票CZ8129在南航柜台不能打印行程单，怎么回事？报销用，在哪儿打印？
延误、取消	HU7825明天的航班取消了吗
取消值机-如何为自己变更座位	改预约值机
无法添加同行人	不能添加同行人值机
未显示国际行程	国际航空的为啥没有显示
通用---咨询客服电话	人工服务
他人值机-部分航司儿童不支持办理	儿童办理值机显示失败
打招呼	你好
通用---咨询客服电话	怎么电话联系你们
认证-如何认证	怎么认证港澳通行证
【提取】行程缺失-如何手添	太早了 只记得具体日期和时间可以吗 没有客票订单或者照片了
值机-值机选座失败	请问东方航空国际航班不能为同行人选座？
添加新证件格式错误	证件格式错误是什么情况
打招呼	你好
如何为他人值机	为他人值机
接送机---如何预订接送机服务	为什么不能预定接送机了？
打招呼	你好
通用---咨询客服电话	有客服人工电话吗
手机值机---为自己值机索引	成都双流国际机场直飞普吉岛可以网上值机吗
行程无法添加	无法添加行程
值机-值机选座失败	航班不能值机
通用---咨询客服电话	航旅客服电话
机票---预订机票	买机票
姓名-认证非本人	认证信息不是本人
手机值机托运问题	有行李的可以网上选座吗
行李托运物品要求	固态硬盘可以托运吗
取消值机后果	如果取消值机 会不会影响上飞机
老人乘机	70岁以上可以购票吗
值机-值机选座失败	为什么这个软件不能给别人值机了呢
订餐	HU7438有餐吗？
取消值机-如何取消值机	你好，如何取消值机？
无法认证	认证问题，另一个手机注册，这个手机要登录，不行。另一个已退出，还是不行。
打招呼	Hi
登机、过检时间	国际航班最多可以提前多久办理托运
机票---预订机票	怎么买票
【其他】怎么获得乘机证明	如何打印乘机凭证
行李携带须知	可携带和不可携带规定
账户信息-获取不到验证码	输入验证码说是错误，然后重新获得验证码又说号码已经使用？是为什么呢？
如何进入飞行模式	软件的飞行模式
打招呼	你好
机票---预订机票	购票凭证
【提取】行程缺失-如何手添	为什么有些机票搜不到了？
手机值机---为自己值机索引	你可以帮我值机吗？
未显示国际行程	我买的国际航班为什么航旅纵横无法显示
值机详情-如何删除常用联系人	删除联系人
取消值机-如何取消值机	给我办理一下取消值机
通用---咨询客服电话	请问有电话客服吗？号码是多少？
值机-同行人添加数量限制	出行的是两个人，怎么输入第二个人的信息，再进行选座啊？
【提取】行程缺失-如何手添	上个月的记录没有？
通用---咨询客服电话	打电话给我！18906015066
打招呼	你好
无法取消值机	值机取消失败
如何添加好友	请问在航旅纵横APP 里怎么添加好友在线选座
取消值机-如何取消值机	取消值机
如何为他人值机	怎么为其他人选座
延误险	没有登机牌，需要保险
延误险	可以购买延误险吗
手机值机---为自己值机索引	选座功能在哪
儿童如何用电子登机牌	儿童机票怎么取
值机记录-变更或取消他人的座位	如何帮别人取消值机
他人值机-部分航司儿童不支持办理	小孩不能选座位吗
机场电话	贵阳机场派出所电话
机票---预订机票	怎么买机票
登机、过检时间	转机时间和到达时间不少于多少小时
提交技术尽快排除、关于系统bug问题	24日CA169查看手机值机为什么总显示连接超时，不能手机值机吗
【提取】行程缺失-如何手添	潜加证件后，将要出行的计划为什么显示不了？
取消值机-如何为自己变更座位	我要换位置
未显示国际行程	国外航班没显示的吗？
他人值机-部分航司儿童不支持办理	小孩子不能直机吗
询问机翼、靠窗位置	靠窗
行程-索要发票、行程单等	发票怎么开
行李中转	中途要转机的是否需要提取行李
机票---预订机票	不可以买票吗？
如何查看行程	怎么查看我的历史行程
【隐私规则】查询他人行程	输入身份证能查航班吗
【提取】行程缺失-如何手添	为什么到现在都没有显示行程
如何修改同行人信息	可以修改乘机人吗
值机记录-查看自己、他人、同行人的座位	怎样查询选好的座位
账户信息-如何修改手机号	我给同事选座位，手机号码输错怎样做更正
查询预约座位	帮忙查询一下预定座位号
证件-删除已添加证件	如何删除已认证证件
手机值机是否还需取票	手机上已经值机，直接去安检？
取消值机-如何为自己变更座位	值完机，需要换座位
