label	text
2	你好，能查询朋友帮我订机票吗？
3	在那选座明天飞机位
17	费用报销
99	身份证过期一个月能直接正常登记吗
113	托运行李破损
3	国泰可以吗
3	请问航旅登机牌如何设置？
13	快速选座功能在哪
33	你好，回答我的问题。请你
71	酒曲可以托运吗？
3	898-5519043510
3	怎么操作
71	液体物品托运上限
11	我儿子没法选座咋办？
24	你好
56	请问我为何看不到自己的航班
13	买了机票，怎么选座
3	客票查询
17	上周我刚刚出差去广州，我需要获取从三亚到广州再从广州回三亚的行程单，如何获得
9	我通过航旅纵横下单的接机服务，发票如何开？
3	航班动态里
3	你好，是不是只要我订了机票，你们app里就有信息
5	航班不支持手机值机是什么意思？只能去机场值机？
17	如何开发票
56	没抢到会有行程吗？
158	电子登机牌可以在机场打印出纸质登机牌么
83	龙嘉机场电话
24	在吗
24	你好
24	你好。
5	为什么不能选座位
3	为什么没有选座
3	您好这个是什么意思，我都填写齐全了也没有错误
3	可以随机
23	取消值机
3	杨 018-2358865806
86	身份证丢失
98	添加同行人要求我联系本人办理
23	已选座位 如何取消
89	如何打印国航登记牌
13	2019年6月16日的航班如何选座？
53	为什么两年前的行程没有显示
18	延误证明
60	座位预约
11	可以为首都航空12岁小孩选座吗？
3	工具箱
6	人工服务
31	HO1840航班有没有免费行李托运
3	为什么飞机都到了升舱结果还没有
14	可以带两部手机吗
5	说航班不支持手机选座
3	一直发提醒我十号的飞机开始值机了
84	同行选座可以选几人？
7	明天下午16:35呼和浩特飞贵阳现在可以选座吗？
3	儿童呢
55	怎么能联系到乘坐的航空公司？
54	国航ca887值机后不显示行程
6	客服电话
2	怎么购票
11	儿童怎么选座
11	儿童如何办理值机
71	国际航班阿胶糕可以托运吗
38	经济舱有餐饮服务嘛
57	携带行李箱重量
1	KN2267这趟航班我退票需要多少钱手续费
116	支持电子登机牌的城市
56	我添加的行程为什么都没有通过
2	为什么能私自订票
13	能帮忙值机吗
72	添加常用联系人
56	行程提取仅支持本人添加行程
14	化妆品可以携带多少毫升
3	值机后还需要取票吗
41	可以帮我查询一下机票吗
68	从长沙去日本到上海转机，行李需要在上海再次托运吗
128	怎么换座位
91	“您无权查看该信息，乘机人已开启行程保护”
13	怎么办理值机，怎样删除常用旅客
9	接送机发票问题
71	洗面奶能托运吗?
128	座位变更
3	为什么开不了票
28	取消值机失败
29	为什么不能预约值机
41	查询机票
41	机票上的信息怎么看
114	预约选座会被更改座位吗
13	我要选座
71	托运可以带多少液体
74	证件认证失败
111	儿童能网上添加登机牌吗
3	能我帮看下我未出行的车票吗？
86	北京机场遗失物品电话
14	你好。国内航班随身携带香烟，多少？
24	^在吗
79	可以先值机在纵横航旅上办，托运再到机场办吗
6	客服电话是多少
55	南方航空电话
14	你好，我想问一下罗马式20000毫安能带么
51	飞机起飞前多久可以托运
3	别人帮我订的机票
11	一个大人一个儿童怎么值机
3	最多几个人
13	港澳航班 如何值机
30	怎么查看我的历史行程
158	可以使用此软件取登机牌吗
24	你好
3	化妆品
28	为什么不能取消值机
63	行李超额怎么办
187	客票监控在哪
3	请问是什么原因
83	机场电话
45	手机值机如何添加同行人
174	飞行模式拍的照片
160	有了电子登机牌 还能要求打印纸质登机牌吗
3	QQ，没有用，有事情向你咨询一下
3	用名字证件号码可以认真吗
56	怎么添加亲属行程
11	如何为孩子办值机
3	请问咋整
60	怎么提前选座
2	通知的行程就代表机票购买成功了么？
1	退票手续费
3	国际航班
3	酒呢？
3	你好这到底是怎么回事
31	托运的行李箱 有体积要求吗
6	人工服务又没有电话
24	你好
3	删除好友
6	转人工
8	删除证件
55	南方航空的客服电话是多少
3	我的航班值机开始了，但点进去一直显示连接超时
73	今天航班怎么取消了
3	怎么看我未来的
155	我的航班取消了，我临时升舱的钱什么时间退还
11	儿童票不能值机
5	自己的行程不能选座
3	为什么关注不了
30	怎么查到我定的国际机票
3	退钱
21	添加新证件显示证件类型
3	为什么电子登机牌得登机口一直在变
6	有客服电话吗
3	飞行速度
92	认证格式错误
3	飞行回顾
80	飞机什么不能带
3	如何修改出生年月日
3	上航呢？
14	能带剃须泡沫上飞机吗
203	我登记的名字跟你们出机票的名字不符
3	我要查JD55航班延误信息
23	您好 如何取消值机
3	昨天人到家了行李没到
168	t1航站楼的头等舱托运行李的地方在哪
14	飞机可以带鸡蛋么
94	航班延误赔偿
56	你好，请问我在去哪儿网上订了机票，但是航旅纵横订单里面看不到呢
3	怎么用Pro版
90	直接充钱可以看机场雷达吗
6	人工客服
2	可以买机票的吗
12	为别人买机票怎么样在航旅纵横选坐
3	未来行程什么时候能看到
2	任何渠道买票都可以选座位么
14	可以带零食吗
13	如何办理选座
6	人工客服
1	退票是怎么退的
24	有用吗
14	去阿拉伯，可以带头疼药，止痛吗？
23	我的值机取消不掉
49	你好， 为什么我看不到我飞韩国的行程呢？
51	什么时候停止托运
3	工具箱在哪里
3	值机
23	怎么取消座位
111	儿童需要换登机牌吗
247	登机时间提示错误，导致我没有登机。如何处理
33	你是个笨蛋
3	为什么不能添加乘坐人？
3	行李
24	你好
66	怎么进行里程兑换
3	享有头等舱服务
3	空中飞人
3	只有大学的学生证，行不
131	飞机延误了
7	提前几天选座
23	取消值机
6	客服人工电话是多少
3	验证通过，老是说密码不正确，又没地方输密码
3	这里不显示吗？
11	带婴儿怎么值机
79	手机值机后还能托运吗？
30	可以帮忙查下航班信息那
56	别的app导入行程
14	带上飞机的液体是总量不超过100ml吗
125	婴儿需要领取飞机票吗
127	乘飞机可以带小孩推车吗？
13	你好 怎么选座位
3	9.99367E+12
3	酷航
73	你好请问10点50从银川到北京的航班取消了该成几点了
5	请问东方航空国际航班不能为同行人选座？
4	70岁以上老人乘飞机有什么要求？
3	如果我不飞行呢
57	特价机票行李额度
30	如何看之前坐的飞机的延误信息
11	如何为同行儿童选座
3	飞机可以大骨灰吗？
17	报销凭证打印错了
102	每个航班都有电子二维码登机牌吗
3	我的是两张单独机票，可以用行李车吗？
17	电子登机牌乘机后没有打印行程单
17	电子发票需要取票马
3	同一个航班
3	人工
224	如果预约wifi
14	可以带两个充电宝吗
85	已经注销了，但为什么一直没有成功
1	退票
3	但是修改不了
3	值机柜台是什么
117	失物招领
17	行程单如何打印
3	已添加了
3	mu
6	你们客服电话多少，我找你们有个事情
56	没有去南昌的机票显示
3	那充电宝呢
21	你好，问一下，我之前注册的账号没用了，忘记了，怎么办
2	小孩要买票
30	帮我查一下，我的机票订购了吗
132	有没有接送机服务
3	电话号码
3	之前有距离起飞时间，现在没有了
64	都没有这些怎么坐飞机
23	如何取消值机
14	吉他可以拿上飞机吗
56	行程不完整
3	qw6054座位图
3	？
14	充电宝可以放在行李箱托运走吗
3	托运
94	如何购买延误险
14	飞机上可以带打火机吗
71	固态硬盘可以托运吗
189	我有东西丢失在航班上，能帮我找回来吗？
3	我是说网上选座
11	儿童值机
46	常用联系人在哪
21	我是民航人，怎样认证成为航旅业内版？
3	手续未能成功办理
3	永久居留
57	联航随身携带背包收费吗？
3	请告知具体路径
160	手机值机，有电子登机牌还可以打印纸质版么
71	烟和酒能托运吗
3	g
60	预约选座
128	值机后可以改座吗
3	航班取消了
51	用电子机票 最晚几点进入
219	如何把航旅纵横APP推荐给朋友啊？?
64	电子机票如何过安检
33	晕
2	购票凭证
17	我需要报销，可以用电子登机牌吗
125	婴儿可以坐飞机？
3	为什么出国的信息没有显示
30	在哪里可以查询自己的机票
13	怎么选座位
14	请问银行POS机可以随身携带上飞机吗？
13	怎样选座位？
14	带吃的东西能过安检不
161	我怎么添加别人的电子机票？
49	国际航班行程缺失
3	国内航班
2	购买机票后多长时间可以查询到
16	长乐机场临时身份证办理
83	机场电话
24	你好
3	行程卡可以买吗？
17	你好，这个发票是在哪里申请？
3	小雨影响出行嘛
3	人工
3	人工
13	你好！我想选座位
3	在哪里找工具箱
16	临时身份证办理
71	游戏机可以托运吗
12	没有和我一起同行 可以帮忙选座位吗
197	我出镜有食品不能带走，我想存放
109	修改证件信息
5	你好！我去的行程位子选好了，回来的怎么不能选
73	Mf8215是延误了吗？
56	没有行程信息
7	航班未开放选座什么意思？
121	添加不了证件
196	∴长春深航在哪个航站楼值机？
56	为什么航班没有显示
30	怎么查询订单
28	值机不能取消，另外选座吗
97	我看到呼市到广州航班上有正餐，我想预订素餐，怎么订？
14	国内航线，液体怎么带
56	我通过携程订的航班无法显示?
96	如何取消别人的值机
11	你好 我在办理值机过程中 提示同行的一名儿童与我们不同航班 我们六个人订的都是同一航班
29	航班值机尚未开放，为何同伴已预约选座我们不能？
59	想问丽江飞西安天津航空公司可以免费托运行李
14	非液体药物可以携带吗？
16	办理临时身份证
5	不能值机
3	美国国内航程
99	身份证过期
3	航班取消补偿
53	2015年前的行程
74	认证不了怎么办
23	付费值机怎么取消
46	常用联系人页在哪里找
3	航旅字符口令
13	怎么手机值机
3	比如实时飞行动态
139	携带婴儿锁定座位
63	没有免费行李额，那20村箱子能自己带着上飞机吗
31	你好，去广州托运行李20公斤，对托运行李个数有作要求吗？
16	我没有身份证怎么办
14	胰岛素可以携带吗？
17	行程单打印
13	你好，请问港澳台乘客可以办理网上值机么？
3	请问，6月8日ca1650航班登机口关闭时间是几点？
3	我有他的护照号
60	由北京到伊斯坦布尔是土耳其航空，能提前值机吗
1	我要求退票
3	手机选坐
3	中国不是停飞波音客机吗？
257	怎么下载新版
3	18005505958
13	CZ了3377不能值机吗？
14	托运液体重量限额
33	投诉
14	乌龟可以携带吗
14	牙膏带上飞机
24	你好
3	境外
32	找不到座位信息
24	你好
3	？
188	血栓患者能坐飞机吗
6	客服电话多少
23	麻烦帮我取消值机
3	在设置中我查看了一下，没有开启行程保护。
33	有病
25	提示已被其它账号认证
3	行李托运
14	你好，我的充电宝20000mAh，可以上飞机吗？
26	我可以为同行程的其他人值机么？
106	接送机订单如何取消
3	有半套票没用今天为什么要到今天到期
3	上机行李
2	不能在APP上买票吗
5	无法选座位
3	我添加了，但是又显示重复
28	无法取消值机
3	52之后的为什么不可以选呢
1	我要改签
64	第一次乘飞机的流程是……
3	17A在哪个位置
174	如何查看照片
3	302422066
3	为什么从未坐过的航班显示已使用
3	客票号
3	我不是同行人，就不能为他选对吗？
6	有电话客服吗？
3	帮我查下当时办了个什么贵宾卡类的
3	具体理赔程序
23	没有取消座位的按钮
13	别忘了下午办理手机值机
3	改邮箱
74	台湾通行证认证失败
28	取消值机不成功，收不到短信验证怎么办
59	美联航托运限重
6	热线电话
3	能做到及时反馈，解决问题吗
3	我的值机是谁做的
30	最早可以查到多久的航班
37	能否给山东航空的航班办理值机？
3	电子票
6	请问客服电话是多少？
23	为什么不解决取消座位的问题
24	你好
206	去年托运的行李箱里的充电宝，在托运时被拿走了，现在还能取回吗？
208	我不在这个航班上可以给别人预约值机吗
17	发票如何取得
122	电子票号怎么查
65	取消预留座位
14	飞机带烟能带多少
85	怎么把帐号注销掉呢
24	客服你好
6	有人工客服吗？
5	为何不能值机
3	我在华为应用市场买的pro
3	？
24	你好
13	怎么样选座位？
69	如何添加其他乘客的行程呢
3	50g的高压瓶
44	我突然出现一个我没有定的行程。
3	微信验证显示参数错误
3	电子登机牌
57	重量
17	怎么打印报销单
23	航班取消，改签需要取消值机
3	1.60958E+12
3	飞机选座攻略
3	人工给我回复
175	办理了托运，到登机口机场有轮椅提供吗？
13	选座位页面找不到，工具箱页面在哪里
3	显示我未乘坐
56	为什么我的18年的行程，很多都没有显示
3	我是联程票，可以提供住宿吗？
98	改签后同行人添加不了了
45	添加同行人
14	骨灰盒可以带上飞机吗
2	在哪购买机票
3	Pro版
50	儿童带什么取栗
30	联程行程查询
3	为什么日本航空的没有显示
11	28月小孩子无法手机网上预约值机！怎么处理
13	你好，请问如何选座位
56	为什么行程没有显示
3	是手机认证
69	能查别人的购票记录吗？
13	跟团飞机可以选座吗
3	更改邮箱
3	飞机座位图
159	怎么添加好友身份证
50	幼儿有身份证还需要出生证明登机吗？
10	如何进行里程升舱？
180	航线图如何查看
3	希望人工出来回答问题
5	为什么祥鹏航空选择不了座位
3	如何输入护照号
49	国外的出行怎么查不到
5	为什么票号输入都值不了机？
8	我刚才操作失误，证件需要重新认证，麻烦帮我取消现在的证件，那个是我爱人的名字
3	每次都可以为什么这次不可以
3	西藏航空手机值机
49	为什么境外飞行看不到
3	带膏状没问题吧
60	怎样才是预约座位成功了？
173	你好！请问机场停车一天收费标准是多少？
13	手机选座页在哪里
209	定往返机票
3	怎样使用open票
56	为什么我实名验证后没有往期的航班
3	客票验证
29	为啥不能选预约
3	名字写错了怎么了
2	我想订上海至乌鲁木齐机票，点开后找不到订票窗口？
148	我18号有2个乘客值机，为什么只收到一个电子行程单
3	没有啊
13	我怎么选坐
53	如何添加几年之前的行程？
82	如何补打登机牌
57	随身携带行李规定
3	化妆品
84	如何为4人同时选座
41	机票看不得到价格
6	航旅电话
127	床上四件套能不能带上飞机
5	为什么值机失败
86	身份证遗失
3	座位页
12	问下，可以替他人值机吗
158	东航值机好可以在自助机上打印登机牌吗
3	飞机类型
134	澳洲手机号无法收到注册验证码
148	电子行程单
14	喷雾可以带上飞机吗
65	为什么会出现自动值机的情况？
3	怎么办理
6	人工服务
30	请问在哪里可以查我的待出行机票
24	在吗
17	发票
17	机票报销凭证
6	人工客服
13	怎么选座位
14	可以带2个充电宝
139	预约的座位后来变成了锁定是什么情况
3	为什么要收我钱？
57	行李限额两件意思是可以带上飞机吗，免费吗。
3	我之前用支付宝注册了航旅纵横
55	天津航空电话
3	电子登机牌
80	可以托运什么东西
3	你好，分装瓶容量不超过100ml，但是上面没有显示多少毫升，可以带吗
51	国际航班要提前多久到达机场
3	我朋友定的票，你能看见票价是多少
181	儿童自己乘机
3	休息室怎么订购
19	哦，知道了
21	儿童如何认证
50	已满12岁，没办身份证，如何购机票
46	常用联系人的页面，在哪里？
3	为何取消失败
2	购票
6	有人工咨询电话吗
49	请问我的国际机票为什么不显示？
3	值机柜台
17	行程单
2	忘了怎么订机票了，已查询好航班，无法点开预订，怎么回事？
3	23弓63了496
41	为什么港澳台国际查不到票价
3	退换
24	在吗
5	已出机票，为什么办理不了值机
29	那我不能提前选位吗
3	厦航现在是否可用东航卡积分？
56	为什么提前买的机票不显示
17	电子发票事项如何处理
13	APP里面没有选座选项
13	如何在线选座
17	不是值机牌哦，是打印行程单或发票，哪里打印
3	通航
3	还是无法添加
2	如何购买机票？
6	人工客服
3	工具箱在哪
57	随机行李箱尺寸
3	客票代理
3	不回复呀也
3	由于航空公司说是在航旅纵横购的票，所以要在您公司申请
14	电子烟可以带吗？
2	买票
3	怎么没有岳阳机场信息
3	如何提前申请
56	怎么查不到航班信息？
13	可以自己选座位吗
33	接机投诉
25	手机号显示已被注册
71	中医药液可以托运吗
162	旅豆能换什么
128	因为值机没退，所以不能改啊
3	国旅纵横密码知道，当时办知音卡是在十几年前，办卡时手机号与现在不是1个号。知音卡密码忘了！查找回知音卡密码，提示让用其他方式！
41	国际机票在哪里可以查到
85	如何注销账号
148	电子行程单
71	厦门航空MF8571可以托运蜂蜜吗
3	人工
3	超级经济舱
26	我想为我同一航班的朋友一起选座，怎么操作
51	什么时候可以自助值机
3	手机
14	可以带照相机上飞机吗
3	88
5	有一张不能值机
139	选座有锁
3	手机选座
3	100Wh的充电宝是不是10000毫安?
56	认证成功后为什么没有自动提取行程
3	客票
6	你好，请问有没有客服电话
21	我想认证ElD电子身份证怎么办
57	行李箱的大小有规定吗？
3	怎么知道退掉直机成功
30	出现不了历史航班信息
102	值机二维码可以直接去安检口吗？
71	1.2米的行李可以托运吗？
207	团票可以显示吗
28	儿童取消不了直机
3	别人帮我买过机票
69	能不能查到朋友的飞机信息
268	儿童名字后面加CHD是什么意思
26	可以由家人帮忙选座吗？
115	你好，取消值机后还能再次网上值机吗？
3	已更新 还是不行
3	托运
23	怎么取消值机？
3	儿童机票
1	怎么改签或者退票
3	还有
102	电子登机牌如何下载
75	预定儿童餐
92	为什么，每次我要添加证件，都是证件格式错误
87	网上订的座位A6、现在变A13啦、怎么回事？
3	如何切换英文
14	化妆水可以带上飞机吗？
158	如何无纸乘机
101	西藏航空不能手机值机吗
125	婴儿票
23	取消值机
40	手机值机后，是不是可以直接去登机口登机？
3	可以把正常机票改为open吗
45	如何添加同行人
3	而且我刚刚自动给我们家小孩配了位置的
102	电子登机牌怎样获得？
3	和浏览器没关系
31	国际航班免费托运行李重量
14	修眉毛的小剪刀可以带上飞机吗
13	您好，可以选位置不?
3	怎样取消
31	托运行李额
5	我怎么不能手机选座
129	应急出口的座位怎样预订
24	有人么？
13	选座功能在哪
3	这个账号能退钱吗？
3	电子客票号
3	咋回事
3	18624019086
22	显示非本人行程，不可值机
3	iOS现在是12.2，问题解决不了
114	预选座位还有什么意义？预选为了方便，临到开放后都放到后边的座位，还有什么预约的作用？！
28	选座取消不了
3	我的票呢
3	消防员优先
3	值机为什么值完了一个另一个显示未开放
143	忘记密码，手机又更换了  怎么办
5	不支持手机值机
3	航空
3	存放
51	航班起飞前多久可以办理值机
181	无成人陪同儿童
7	请问6月6日Dz6204航班，何时开始网上值机
3	为什么倒不进来国际航班行程
16	身份证丢了，明天能上飞机吗
56	为什么我好多的行程都没有
3	西安打印机票
3	客票预定是什么意思
71	液体药品托运
59	您好，国际航班行李限额多少啊？北京到塔什干，乌兹别克斯坦航空
45	如何添加其他乘客
12	为他人选座 上海虹桥飞香港的 是要填写身份证号还是护照号码？
126	无法添加行程
191	请问如何在出租车乘车口要一辆车
24	在吗？
50	出生证明证件号
3	怎么样显示之前的信息
165	8/7 MU5807航班为什么不能预约值机？
15	改手机号
3	可以提前添加值机人嘛
12	您好，我帮别人定的机票，在航旅纵横上通过证件等信息可以办理值机吗？
82	如何打印以前的登机牌
3	长春春没有3号
6	怎么电话联系你们
5	为什么我不能值机
3	预约
24	你好
3	应用市场在哪里?
69	如何查询别人帮订航班信息
3	网络错误是怎么回事
227	升舱订单可以取消吗
31	你好我想知道我这个航班有免费托运行李吗
3	8到10排
3	网上登机牌
2	怎么在app上买票
31	无免费托运行李的航班，托运行李是怎么收费的
53	你好，可以查到我一年前的国际航线信息吗
155	升舱不成功退款吗？
1	我早上的航班是否改过时间
65	我又没有确定为什么给我选好的座位？
6	客服电话
7	手机值机提前多久
24	你好
3	托运
3	我们一行人，有的人可以操作，我们操作不了啊
3	麻烦您？
28	你好我的行程无法取消值机
87	被改座位
194	航班取消要改签。可是已经值机了改不了
30	离线看航线
28	无法取消座位
13	从哪了选座位
1	怎么退票？
33	没有解决问题
113	行李破损，提起赔偿不超过多少天
7	什么时候能选座
3	MU2195
3	行程校验单
13	请问怎么选位置
23	你好，取消默认选坐怎么操作
13	ios怎么选座
3	行程证明
168	如何取托运的行李
71	托运可以带水乳么
3	新郑机场
3	没有修改
128	儿童怎么改座位
3	怎么差机票
24	这个软件能做什么
3	机票已作废
174	我在飞机上拍的照片找不到。
3	付费升舱
74	身份证认证不了
37	MU8889明天浦东飞美国西雅图的航班有网上值机办理么？
6	人工客服
128	怎么换预定座位
56	行程缺失
14	可以带水果上飞机么
3	这个怎么解决？
56	为什么查不到国航航班的信息？
30	怎么看已买的机票航班信息
57	狮航的行李限额
57	请问经济仓每个乘客可以携带多重的行李？
158	打印登机牌
24	你好
134	收不到验证码
3	厦门到张掖的航班
213	改联系人
3	在哪里选票
3	怎么联系客票代理
58	靠窗位置
179	open票是什么意思
11	请问小孩怎么认证身份?我想选机票座位
16	身份证丢了怎么取票登机
6	请告诉我你们的客服电话
56	下面的机票为啥没显示
74	护照验证失败
181	无陪旅客
3	信息提供的有错
38	我想问一下我乘坐的CZ390航班的飞机餐是午餐还是晚餐
13	怎么办理选座呢
51	国际航空安检时间
3	一一我不喜欢QQ，也不可能用QQ
3	可以带上飞机吗
51	柜台办理登机牌时间
3	总的才4人也没超过6人
55	西部航空客服电话多少
14	你好，请问飞机上可以带多少葡萄酒？
26	用我的手机为别人订机票不能值机吗
3	支持香港航空不?
12	请问可以给别人值机吗
3	客票号9992433316960
3	认证信息有误
56	查不到票
128	预约位置可以更换吗？
6	有没有人工客服啊
10	请问如何办理升舱？
14	飞机上带1罐奶粉可不可以
14	你好，请问生鸡蛋可以带上飞机么
14	酵素粉末带上飞机
24	你好
0	可以修改乘机人吗
21	怎么绑定护照
17	帮忙把5月份的行程单邮寄给我
14	液体药水有什么限制吗
37	东航可以值机吗
70	怎样导出个人乘机凭证？谢谢了
3	人工
86	北京遗失物品电话
148	电子行程单
11	为什么孩子的身份证值机值不了？
3	电话预约电话号码多少
31	国际托运行李重量？
195	我要取消证件认证
14	你好，请问洗面奶可以带吗？
177	经济舱不能给公务舱值机？
37	维珍航空可以值机嘛
19	谢谢
186	电子客票号只有六位 添加不了
3	人工
3	我没有定过这张机票啊
1	退票
3	优选座位订单
14	充电宝随身带还是随行李呢
69	提供身份证号码可以查询航班吗？
3	为啥机票此旅游网站贵
3	玩手机
56	为什么我的行程历史里，有一部分没有显示出来
3	国际航班
3	乘机证件
23	值机取消
242	为什么无法添加海航的会员卡
3	儿童
51	到机场的时间
3	无法选舱位
5	为什么不能手机选座了？
3	值机需要什么信息
201	孕妇乘机
1	我现在要改签
3	2010年
117	失物招领
33	立刻投诉
14	飞机上可以带镜子吗
56	为什么刚结束的行程没有显示
14	可以带电动牙刷吗
24	你好，有人工吗
6	客服电话
1	我7月5号退的票，什么时间才能到账
3	G42132887  刘树   证件已过期
3	同行的其他伙伴都可以取消，仅一人不可更改是为什么？
83	机场的客服电话多少
3	行李
6	人工客服
128	座位更改
3	幼儿
3	早已经认证过了
91	航班保护中不能选座位
17	我的机票CZ8129在南航柜台不能打印行程单，怎么回事？报销用，在哪儿打印？
3	你能告诉我工具箱在哪个页面吗
3	升舱
134	获取验证码次数超限怎么办
286	乘机凭证现实未乘坐
37	请问是每个航空公司都可以值机吗。
3	一个账号能不能绑定多个人
3	电话
41	小孩票价多少
159	怎么添加亲属的身份证
3	人工
3	说话呀
12	不乘坐航班，可以为别人选座嘛
3	姓名与证件号不符
14	膏状药可以携带吗
3	车辆不到位，
65	想取消预留座位如何操作
3	出现其他行程的原因
125	婴儿出生多少天可以坐飞机
42	您好，请问我在你们的网站买的酷鸟航空的机票，但是护照还有两个月到期，请问可以用新的护照办理登记手续吗
3	18092604988
127	请问橡皮泥可以带上飞机吗
3	能打电话办理吗
3	CZ3708
3	！！！！！！
3	易畅转
33	你看吗？
6	人工客服号码多少
3	票号
25	我的身份证被其他账户认领
